"locus","chr","start","stop","processed","K","n_snps","h2_ASD","h2_ADHD","p_ASD","p_ADHD","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
1998,14,67891840,68976912,TRUE,215,1778,0.00030028,0.000292563,0.245289,0.00230488,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1999,14,68976913,69794542,TRUE,289,1944,NA,0.000276176,NA,0.00825742,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2000,14,69794543,71140426,TRUE,272,3044,NA,9.87113e-05,NA,0.174938,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2001,14,71140427,72665319,TRUE,252,3009,0.000201623,0.00020545,0.329637,0.0270007,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2002,14,72665320,73373373,TRUE,214,1698,NA,2.4899e-05,NA,0.386478,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2003,14,73373374,74245428,TRUE,154,1736,NA,0.000380278,NA,2.26831e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2004,14,74245429,75699501,TRUE,215,2619,NA,0.000552736,NA,3.04307e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2005,14,75699502,76694201,TRUE,251,1901,NA,0.000113563,NA,0.138805,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2006,14,76694202,77425453,TRUE,258,1685,0.000633053,8.90322e-05,0.101053,0.200228,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2007,14,77425454,78374053,TRUE,269,2690,0.0010305,0.000300125,0.0239186,0.00401509,TRUE,0.339188,0.339188,FALSE,-0.56669,1,0.339248,2,NA
2008,14,78374054,79199451,TRUE,261,1998,0.000103154,0.000433284,0.406266,0.000102079,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2009,14,79199452,81001920,TRUE,389,3257,0.000313737,0.000780011,0.294955,4.88256e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2010,14,81001921,82524785,TRUE,312,3357,NA,0.00036695,NA,0.00133448,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2011,14,82524786,84087372,TRUE,379,3536,NA,0.000667802,NA,9.68726e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2012,14,84087373,85562936,TRUE,299,3394,NA,0.000412328,NA,0.000389537,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2013,14,85562937,86653343,TRUE,252,2438,NA,0.000391905,NA,0.000248101,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2014,14,86653344,87350275,TRUE,157,1733,NA,0.00016754,NA,0.0256826,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2015,14,87350276,88208595,TRUE,121,1790,NA,0.000366388,NA,8.36465e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2016,14,88208596,89482883,TRUE,215,2746,NA,0.000472421,NA,5.88305e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2017,14,89482884,90662836,TRUE,288,2234,0.000199813,7.75733e-05,0.341048,0.235747,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2018,14,90662837,92101228,TRUE,331,2932,NA,0.000380533,NA,0.00131131,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2019,14,92101229,93386328,TRUE,412,3180,NA,0.000242022,NA,0.036703,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2020,14,93386329,94892240,TRUE,448,3610,0.00182839,0.00039583,0.00350278,0.00298794,TRUE,0.625832,0.625832,FALSE,0.07988,1,0.0344589,2,NA
2021,14,94892241,95946792,TRUE,492,3153,NA,0.000311697,NA,0.0177989,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2022,14,95946793,97174314,TRUE,351,2965,NA,0.000147318,NA,0.113525,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2023,14,97174315,98268391,TRUE,266,2223,NA,0.000548492,NA,2.18247e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2024,14,98268392,98885322,TRUE,185,1958,NA,0.000299631,NA,0.000877504,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2025,14,98885323,99474533,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2026,14,99474534,100786189,TRUE,356,2507,NA,0.000501154,NA,8.21086e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2027,14,100786190,102004377,TRUE,363,2255,NA,0.000392291,NA,0.00149033,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2028,14,102004378,103617472,TRUE,265,3024,NA,0.000595929,NA,7.58275e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2029,14,103617473,104439106,TRUE,130,1838,NA,0.000138866,NA,0.0375703,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2030,14,104439107,105091340,TRUE,91,977,0.000496002,NA,0.0517832,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ADHD"
2031,14,105091341,106347143,TRUE,66,905,NA,0.000182865,NA,0.00149319,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2032,14,106347144,106876548,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2033,14,106876549,107289435,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2034,15,20000205,22799926,TRUE,10,64,4.26481e-06,8.04176e-06,0.423326,0.34809,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2035,15,22799927,24099946,TRUE,148,1049,0.000340115,0.000257405,0.177656,0.00445013,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2036,15,24099947,24531187,TRUE,90,1849,NA,0.000113001,NA,0.0406048,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2037,15,24531188,25384327,TRUE,138,2561,0.00061938,NA,0.0483237,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ADHD"
2038,15,25384328,26392947,TRUE,343,2353,0.000305953,0.000783969,0.287855,1.11434e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2039,15,26392948,27563172,TRUE,320,2235,NA,0.000331445,NA,0.00378933,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2040,15,27563173,29141035,TRUE,150,1559,4.90254e-05,NA,0.432901,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ADHD"
2041,15,29141036,30604119,TRUE,203,2194,NA,0.000227318,NA,0.0110029,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2042,15,30604120,32177320,TRUE,283,2332,NA,0.000632266,NA,1.58662e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2043,15,32177321,33484267,TRUE,317,2192,NA,0.00069889,NA,6.52047e-08,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2044,15,33484268,34410072,TRUE,364,2604,NA,0.000534947,NA,4.5492e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2045,15,34410073,35118927,TRUE,150,1290,NA,0.00025055,NA,0.00235734,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2046,15,35118928,36583327,TRUE,294,2761,0.000691961,9.27737e-05,0.0958651,0.199948,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2047,15,36583328,37962915,TRUE,402,2841,NA,0.000347505,NA,0.00550748,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2048,15,37962916,39238840,TRUE,343,2595,2.3627e-05,0.000406225,0.473204,0.000833336,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2049,15,39238841,40604780,TRUE,274,2543,NA,0.000366346,NA,0.000734349,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2050,15,40604781,42332685,TRUE,281,2862,NA,0.000724422,NA,7.04214e-09,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2051,15,42332686,44987755,TRUE,228,2815,NA,0.000176523,NA,0.0425126,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2052,15,44987756,46022642,TRUE,133,1666,NA,0.000114284,NA,0.0684999,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2053,15,46022643,46884071,TRUE,125,1572,NA,0.000135003,NA,0.0368543,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2054,15,46884072,47693316,TRUE,100,1700,0.000314995,0.000207101,0.150822,0.00216303,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2055,15,47693317,49260006,TRUE,212,2093,0.000446629,0.000248682,0.156993,0.00639257,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2056,15,49260007,50195876,TRUE,82,1817,NA,0.000142323,NA,0.0127079,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2057,15,50195877,51605477,TRUE,197,3076,NA,0.00023654,NA,0.00738376,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2058,15,51605478,53263126,TRUE,300,3067,NA,0.000551018,NA,5.21421e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2059,15,53263127,54332799,TRUE,276,2939,NA,0.000227887,NA,0.0254182,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2060,15,54332800,55136717,TRUE,238,2594,3.67044e-05,0.0002534,0.456864,0.00796477,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2061,15,55136718,56322588,TRUE,248,3271,NA,0.000252044,NA,0.00958334,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2062,15,56322589,57641164,TRUE,141,2330,NA,0.000341859,NA,5.17544e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2063,15,57641165,58712954,TRUE,430,2810,NA,0.000774611,NA,1.24917e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2064,15,58712955,59901116,TRUE,276,2159,NA,0.000316374,NA,0.00307112,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2065,15,59901117,61130595,TRUE,319,2251,0.000807296,0.000335704,0.0729212,0.00307982,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2066,15,61130596,62106138,TRUE,444,2343,0.000883257,0.000631596,0.0873815,9.97717e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2067,15,62106139,63218978,TRUE,388,2410,NA,0.000588588,NA,1.49289e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2068,15,63218979,64339945,TRUE,268,2594,4.05485e-05,0.000159803,0.456294,0.0701764,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2069,15,64339946,66355634,TRUE,251,2979,NA,0.000293923,NA,0.00405619,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2070,15,66355635,67396520,TRUE,351,2767,NA,0.000375679,NA,0.00187818,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2071,15,67396521,69089815,TRUE,313,2868,NA,0.000265021,NA,0.0141316,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2072,15,69089816,70767983,TRUE,424,2950,NA,0.000438608,NA,0.00125559,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2073,15,70767984,72058129,TRUE,280,2226,0.000552462,0.000153582,0.140237,0.0810857,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2074,15,72058130,73375718,TRUE,127,1610,NA,0.000613617,NA,5.26951e-11,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2075,15,73375719,74458113,TRUE,222,1937,0.000542334,0.000205961,0.118479,0.0205605,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2076,15,74458114,76401952,TRUE,270,2613,0.000214025,0.00028004,0.326189,0.00645441,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2077,15,76401953,77897163,TRUE,147,2276,NA,0.000329093,NA,9.77508e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2078,15,77897164,78514101,TRUE,195,1571,0.000607418,0.000537315,0.0812954,2.66516e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2079,15,78514102,79292536,TRUE,197,1708,0.000118397,0.000412487,0.379238,2.91757e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2080,15,79292537,79998206,TRUE,222,1706,0.000263644,0.000345146,0.273834,0.000523861,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2081,15,79998207,81077025,TRUE,390,2612,0.000361831,0.000503257,0.26892,0.000142899,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2082,15,81077026,82191077,TRUE,223,1609,0.000158673,0.000405178,0.35345,8.86832e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2083,15,82191078,84209760,TRUE,327,2496,NA,0.000647819,NA,9.52302e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2084,15,84209761,85494083,TRUE,253,2195,NA,0.000381059,NA,0.000343459,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2085,15,85494084,86341598,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2086,15,86341599,87158587,TRUE,259,2464,NA,0.000278725,NA,0.00742339,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2087,15,87158588,88035757,TRUE,279,2279,0.000505506,0.000586403,0.160139,1.31934e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2088,15,88035758,89385187,TRUE,385,2234,0.000159739,0.000715738,0.386232,2.66664e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2089,15,89385188,90632718,TRUE,291,2185,NA,0.000244554,NA,0.017101,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2090,15,90632719,91593623,TRUE,189,2040,NA,0.000380876,NA,6.49762e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2091,15,91593624,92675405,TRUE,380,2349,NA,0.000597774,NA,7.71227e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2092,15,92675406,93707010,TRUE,417,2625,0.000184367,0.00066993,0.375621,2.3657e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2093,15,93707011,94565521,TRUE,336,2375,0.00120713,0.00018727,0.0189157,0.0613428,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2094,15,94565522,95662425,TRUE,417,2430,NA,0.000226364,NA,0.04817,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2095,15,95662426,96864278,TRUE,366,2316,NA,0.000359789,NA,0.00324048,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2096,15,96864279,98025684,TRUE,286,1961,0.000902733,0.000510735,0.044589,1.91881e-05,TRUE,0.24807,0.24807,FALSE,-0.57271,1,0.429036,2,NA
2097,15,98025685,98828261,TRUE,245,2149,0.000507901,0.000381437,0.144212,0.000329135,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2098,15,98828262,99925972,TRUE,381,2554,NA,0.000731725,NA,1.29252e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2099,15,99925973,100742117,TRUE,289,2275,NA,0.000307539,NA,0.0046463,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2100,15,100742118,101550750,TRUE,310,2307,NA,0.000423586,NA,0.000302001,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2101,15,101550751,102520975,TRUE,296,1783,0.000128033,0.000142306,0.393706,0.106452,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2102,16,60169,1049079,TRUE,88,729,NA,0.000679556,NA,7.92961e-14,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2103,16,1049080,1996492,TRUE,90,1393,NA,0.000114583,NA,0.0394023,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2104,16,1996493,3379996,TRUE,172,1142,NA,0.000183609,NA,0.0231074,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2105,16,3379997,4816145,TRUE,358,2509,NA,0.000489732,NA,0.000132077,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2106,16,4816146,5782968,TRUE,461,2680,NA,0.000609724,NA,2.79069e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2107,16,5782969,6446081,TRUE,359,1832,NA,0.000254188,NA,0.0234877,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2108,16,6446082,7051429,TRUE,338,2439,0.000515741,0.000153722,0.177609,0.101196,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2109,16,7051430,7704354,TRUE,390,2706,0.000354686,0.000683655,0.272741,9.91844e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2110,16,7704355,8341012,TRUE,282,2450,NA,0.000359386,NA,0.00111167,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2111,16,8341013,9104469,TRUE,326,2451,NA,0.000431252,NA,0.000351221,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2112,16,9104470,9754796,TRUE,329,1896,NA,0.000490606,NA,7.84469e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2113,16,9754797,10351808,TRUE,188,1808,0.000596251,0.000579462,0.0814227,1.6131e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2114,16,10351809,11022542,TRUE,209,1424,NA,0.000385283,NA,0.000109883,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2115,16,11022543,11916631,TRUE,274,2363,NA,9.33938e-05,NA,0.191974,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2116,16,11916632,12793149,TRUE,290,2587,0.000366272,0.000855908,0.235946,1.22737e-10,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2117,16,12793150,13893407,TRUE,345,3241,0.000948988,0.000598321,0.0510493,5.80253e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2118,16,13893408,15921108,TRUE,272,2167,NA,0.000728175,NA,4.10493e-09,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2119,16,15921109,17343277,TRUE,240,2084,NA,0.00041495,NA,0.0001054,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2120,16,17343278,19104257,TRUE,224,2344,NA,0.000274479,NA,0.00441829,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2121,16,19104258,20351261,TRUE,262,2614,NA,0.000116535,NA,0.134444,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2122,16,20351262,22667048,TRUE,247,2159,NA,0.000303567,NA,0.00290806,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2123,16,22667049,24014705,TRUE,279,2640,0.000562082,0.000119415,0.135907,0.140609,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2124,16,24014706,25235251,TRUE,376,2392,0.000216369,0.000399462,0.349438,0.00145949,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2125,16,25235252,26154122,TRUE,298,2515,0.000558909,0.000570402,0.144684,2.50732e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2126,16,26154123,27443061,TRUE,498,3315,NA,0.000470327,NA,0.00117661,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2127,16,27443062,29043177,TRUE,219,1593,0.0001889,0.000130536,0.328257,0.0909549,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2128,16,29043178,31384210,TRUE,192,1643,NA,0.000411545,NA,3.13955e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2129,16,31384211,32847928,TRUE,43,740,0.000117885,3.06179e-05,0.261988,0.223592,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2130,16,32847929,35259453,TRUE,16,56,NA,4.16866e-05,NA,0.0806241,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2131,16,35259454,49010761,TRUE,190,2065,NA,2.69757e-05,NA,0.371108,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2132,16,49010762,50467033,TRUE,449,2817,NA,0.000165866,NA,0.115111,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2133,16,50467034,52041336,TRUE,395,2754,NA,0.000468954,NA,0.000325148,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2134,16,52041337,53393882,TRUE,262,2576,NA,0.000221293,NA,0.0221029,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2135,16,53393883,54866095,TRUE,398,3031,0.000538789,0.000602208,0.186404,1.10738e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2136,16,54866096,55907389,TRUE,289,2541,0.000526614,0.000137125,0.154805,0.111384,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2137,16,55907390,57119889,TRUE,393,2907,7.25082e-05,0.00075059,0.443024,1.20807e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2138,16,57119890,58508978,TRUE,394,3196,NA,0.000645716,NA,3.47868e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2139,16,58508979,59885499,TRUE,258,3171,NA,0.000487345,NA,1.71213e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2140,16,59885500,61092844,TRUE,258,2615,NA,0.00030861,NA,0.00290222,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2141,16,61092845,62607090,TRUE,224,2274,NA,0.000382684,NA,0.000175866,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2142,16,62607091,64207176,TRUE,303,2944,0.00127715,0.000841403,0.0109194,1.11481e-10,TRUE,0.156341,0.156341,FALSE,-0.39207,0.62577,0.491564,2,NA
2143,16,64207177,65072403,TRUE,177,2121,0.000339441,8.44225e-05,0.198197,0.162124,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2144,16,65072404,65882820,TRUE,256,1776,0.000427618,0.000626927,0.18837,7.78671e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2145,16,65882821,66738843,TRUE,243,1783,9.11639e-06,0.000218112,0.480301,0.0198535,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2146,16,66738844,68435728,TRUE,126,1698,0.000127248,0.000231909,0.341717,0.00220745,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2147,16,68435729,69549149,TRUE,172,1843,0.00063375,0.000171814,0.062027,0.0270462,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2148,16,69549150,71062712,TRUE,131,1456,NA,0.00013001,NA,0.0514628,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2149,16,71062713,72089511,TRUE,154,1668,0.000831755,0.000391693,0.0189916,1.18429e-05,TRUE,0.530761,0.530761,FALSE,-0.0492,1,0.0715629,2,NA
2150,16,72089512,73140781,TRUE,254,1548,0.000784168,0.00093145,0.057987,1.51163e-13,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2151,16,73140782,74135275,TRUE,430,2026,NA,0.00131302,NA,2.76394e-16,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2152,16,74135276,74889127,TRUE,205,1556,NA,0.000204837,NA,0.0186455,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2153,16,74889128,75525959,TRUE,144,1469,NA,1.54697e-05,NA,0.406353,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2154,16,75525960,76635467,TRUE,269,2695,0.000605664,0.000274739,0.115118,0.00772324,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2155,16,76635468,77270665,TRUE,179,1814,NA,0.000362722,NA,0.000104429,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2156,16,77270666,77739132,TRUE,202,1745,5.63841e-05,0.000257667,0.435413,0.00421366,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2157,16,77739133,78280636,TRUE,275,2122,0.000315577,0.000436098,0.260614,0.000106938,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2158,16,78280637,78973580,TRUE,451,2854,NA,0.00025073,NA,0.0412262,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2159,16,78973581,79662634,TRUE,432,2026,NA,0.000276144,NA,0.0259094,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2160,16,79662635,80559685,TRUE,368,2740,NA,0.000337857,NA,0.00489954,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2161,16,80559686,81437861,TRUE,342,2587,0.000158208,0.000481097,0.380606,0.000118355,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2162,16,81437862,82310204,TRUE,457,2540,3.77553e-06,0.000563788,0.488895,9.38307e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2163,16,82310205,83077869,TRUE,488,2819,NA,0.000554666,NA,0.000141655,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2164,16,83077870,83778371,TRUE,449,2724,0.000346861,0.00025698,0.290276,0.0337788,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2165,16,83778372,84440154,TRUE,526,2576,NA,0.000268927,NA,0.0392151,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2166,16,84440155,85146805,TRUE,478,2558,NA,0.000905237,NA,7.76198e-09,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2167,16,85146806,86058597,TRUE,373,1598,NA,0.000327486,NA,0.00738789,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2168,16,86058598,86748867,TRUE,519,2333,NA,0.000517643,NA,0.000513817,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2169,16,86748868,87669168,TRUE,479,2536,NA,0.000250544,NA,0.0429209,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2170,16,87669169,88387228,TRUE,224,1555,NA,0.0003724,NA,0.000308311,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2171,16,88387229,89106304,TRUE,46,235,NA,0.000155317,NA,0.00247736,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2172,16,89106305,90292787,TRUE,240,2277,NA,0.00048998,NA,1.09267e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2173,17,52,815653,TRUE,201,1403,0.000117463,9.4207e-05,0.381197,0.160105,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2174,17,815654,1480056,TRUE,173,1097,NA,0.000444388,NA,7.4988e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2175,17,1480057,2699135,TRUE,307,2074,NA,0.000491757,NA,5.09056e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2176,17,2699136,3430440,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2177,17,3430441,4463971,TRUE,263,1908,NA,0.000379304,NA,0.000565556,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2178,17,4463972,5573784,TRUE,278,2664,NA,0.000240953,NA,0.0179365,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2179,17,5573785,6305078,TRUE,284,1893,NA,0.000341879,NA,0.00174059,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2180,17,6305079,7264458,TRUE,325,1930,NA,0.000230477,NA,0.0300351,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2181,17,7264459,8554763,TRUE,332,2409,NA,0.000458398,NA,0.000180273,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2182,17,8554764,9619356,TRUE,337,1972,NA,0.000457457,NA,0.000217758,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2183,17,9619357,10572617,TRUE,306,2259,NA,0.000402816,NA,0.000528749,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2184,17,10572618,11778164,TRUE,322,2366,NA,0.000348157,NA,0.00286503,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2185,17,11778165,12676353,TRUE,204,1572,NA,0.000353471,NA,0.000301488,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2186,17,12676354,13648446,TRUE,368,2781,0.00025073,0.000425773,0.326878,0.000695011,FALSE,NA,NA,NA,NA,NA,NA,2,NA
