"locus","chr","start","stop","processed","K","n_snps","h2_MDD","h2_BIP","p_MDD","p_BIP","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
2100,15,100742118,101550750,TRUE,371,2424,0.000332463,0.000128417,0.0224251,0.0329647,TRUE,-0.0331737,-0.0331737,FALSE,-1,1,0.934889,2,NA
2101,15,101550751,102520975,TRUE,443,2188,0.000346303,0.000259031,0.0282181,0.000666567,TRUE,-0.468261,-0.468261,FALSE,-1,0.15822,0.142855,2,NA
2102,16,60169,1049079,TRUE,386,2436,0.000684755,6.26265e-05,7.37182e-05,0.191958,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2103,16,1049080,1996492,TRUE,408,2777,0.000170778,0.000375781,0.155653,1.37066e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2104,16,1996493,3379996,TRUE,447,1995,0.000629085,0.000241315,0.000434569,0.00130945,TRUE,0.160316,0.160316,FALSE,-0.43536,0.71136,0.526555,2,NA
2105,16,3379997,4816145,TRUE,561,2998,0.000167092,0.000257182,0.198663,0.00203073,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2106,16,4816146,5782968,TRUE,613,3180,0.000507768,0.000401624,0.00902063,1.07282e-05,TRUE,-0.384,-0.384,FALSE,-1,0.11716,0.126148,2,NA
2107,16,5782969,6446081,TRUE,489,2114,NA,0.000278095,NA,0.000418779,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2108,16,6446082,7051429,TRUE,441,2640,0.000200829,9.60195e-05,0.126879,0.100593,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2109,16,7051430,7704354,TRUE,445,2829,0.000303029,0.00023662,0.0465594,0.00152859,TRUE,-0.10236,-0.10236,FALSE,-1,0.69829,0.770984,2,NA
2110,16,7704355,8341012,TRUE,378,2687,0.000280422,0.000132509,0.0456433,0.0303387,TRUE,-0.161739,-0.161739,FALSE,-1,0.84923,0.710677,2,NA
2111,16,8341013,9104469,TRUE,440,2694,0.000249425,0.00024991,0.0793153,0.000847846,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2112,16,9104470,9754796,TRUE,367,1996,NA,0.000417255,NA,3.3967e-08,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2113,16,9754797,10351808,TRUE,217,1934,0.0002739,0.000338538,0.016618,1.82859e-08,TRUE,0.360285,0.360285,FALSE,-0.16512,1,0.151092,2,NA
2114,16,10351809,11022542,TRUE,323,1808,0.000280754,0.000161386,0.0358969,0.00978585,TRUE,0.250953,0.250953,FALSE,-0.72328,1,0.51383,2,NA
2115,16,11022543,11916631,TRUE,381,2611,0.000151588,0.00014806,0.173908,0.0198858,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2116,16,11916632,12793149,TRUE,417,2865,0.000502456,0.000297829,0.00274666,9.88127e-05,TRUE,-0.314015,-0.314015,FALSE,-1,0.17972,0.211672,2,NA
2117,16,12793150,13893407,TRUE,419,3426,0.000252783,0.000670878,0.0716947,7.95283e-15,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2118,16,13893408,15921108,TRUE,407,2500,0.000207985,0.000327862,0.112879,1.49901e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2119,16,15921109,17343277,TRUE,333,2395,0.000498418,0.000240822,0.00113557,0.000317341,TRUE,0.121557,0.121557,FALSE,-0.47886,0.67401,0.630451,2,NA
2120,16,17343278,19104257,TRUE,324,2630,0.000137152,0.000175625,0.178383,0.00483544,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2121,16,19104258,20351261,TRUE,396,2928,0.00033883,0.000103614,0.0261981,0.0763672,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2122,16,20351262,22667048,TRUE,372,2439,0.000710537,0.000171535,3.28405e-05,0.00859796,TRUE,-0.0341911,-0.0341911,FALSE,-0.74828,0.52745,0.896567,2,NA
2123,16,22667049,24014705,TRUE,394,2941,0.000425193,0.000326892,0.00738593,1.53456e-05,TRUE,0.0920322,0.0920322,FALSE,-0.5258,0.6662,0.717916,2,NA
2124,16,24014706,25235251,TRUE,467,2581,0.000106029,0.000189865,0.27303,0.00850093,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2125,16,25235252,26154122,TRUE,374,2664,NA,0.000326164,NA,7.55395e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2126,16,26154123,27443061,TRUE,606,3518,0.000573288,0.000199398,0.00357469,0.0134251,TRUE,-0.466455,-0.466455,FALSE,-1,0.1591,0.142667,2,NA
2127,16,27443062,29043177,TRUE,323,1839,0.000322275,0.000136639,0.018848,0.0192553,TRUE,-0.313795,-0.313795,FALSE,-1,0.49613,0.408397,2,NA
2128,16,29043178,31384210,TRUE,288,1958,0.000296785,0.000266514,0.024746,3.34317e-05,TRUE,-0.0598476,-0.0598476,FALSE,-0.91811,0.57479,0.838055,2,NA
2129,16,31384211,32847928,TRUE,90,924,4.80463e-05,0.000208484,0.267808,4.55684e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2130,16,32847929,35259453,TRUE,54,330,0.00015022,0.000102339,0.0160714,0.000679799,TRUE,-0.200701,-0.200701,FALSE,-1,0.56389,0.563343,2,NA
2131,16,35259454,49010761,TRUE,316,2531,0.00116745,0.000174008,1.61137e-11,0.00464292,TRUE,-0.13677,-0.13677,FALSE,-0.69455,0.26767,0.509538,2,NA
2132,16,49010762,50467033,TRUE,537,3037,0.000727354,0.000522725,0.000220034,5.784e-09,TRUE,-0.363985,-0.363985,FALSE,-0.87701,-0.01018,0.0490592,2,NA
2133,16,50467034,52041336,TRUE,521,3035,0.000534752,0.000349604,0.00375345,2.87674e-05,TRUE,0.569052,0.569052,FALSE,0.10463,1,0.0200087,2,NA
2134,16,52041337,53393882,TRUE,385,2813,0.000398478,0.000177128,0.00982319,0.00744428,TRUE,0.195118,0.195118,FALSE,-0.62473,1,0.555793,2,NA
2135,16,53393883,54866095,TRUE,547,3344,0.000668429,0.000445669,0.000591711,5.42365e-07,TRUE,-0.0721792,-0.0721792,FALSE,-0.57572,0.33964,0.724665,2,NA
2136,16,54866096,55907389,TRUE,389,2775,0.000203014,0.000129101,0.111384,0.0377559,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2137,16,55907390,57119889,TRUE,440,3026,0.000390738,0.000119653,0.0154709,0.0582106,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2138,16,57119890,58508978,TRUE,517,3492,0.000145005,0.000387605,0.219114,5.51146e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2139,16,58508979,59885499,TRUE,319,3317,6.35134e-05,0.000268219,0.328035,6.30633e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2140,16,59885500,61092844,TRUE,314,2722,0.000421722,0.000176631,0.0035022,0.00389806,TRUE,0.0597488,0.0597488,FALSE,-0.78536,0.7532,0.8425,2,NA
2141,16,61092845,62607090,TRUE,335,2528,7.61861e-05,0.000274279,0.301738,5.28567e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2142,16,62607091,64207176,TRUE,382,3138,0.000351941,0.000133073,0.0182444,0.0311996,TRUE,-0.212564,-0.212564,FALSE,-1,0.66621,0.590025,2,NA
2143,16,64207177,65072403,TRUE,198,2160,2.79112e-05,0.000390974,0.393026,6.49682e-11,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2144,16,65072404,65882820,TRUE,275,1810,0.00016587,0.000258123,0.115746,3.35448e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2145,16,65882821,66738843,TRUE,321,1928,0.000343564,0.000365968,0.0146213,2.13462e-07,TRUE,-0.338574,-0.338574,FALSE,-1,0.14867,0.177542,2,NA
2146,16,66738844,68435728,TRUE,188,1916,0.000512593,0.000232948,4.78494e-05,1.52299e-05,TRUE,0.292703,0.292703,FALSE,-0.14658,0.74785,0.175663,2,NA
2147,16,68435729,69549149,TRUE,228,1991,0.000447366,0.000293976,0.000542264,8.1634e-07,TRUE,0.165336,0.165336,FALSE,-0.29432,0.62622,0.445889,2,NA
2148,16,69549150,71062712,TRUE,184,1626,0.000592989,8.22997e-05,3.75247e-06,0.0501328,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2149,16,71062713,72089511,TRUE,160,1679,0.000253324,0.000196042,0.0115525,5.6582e-05,TRUE,0.0688064,0.0688064,FALSE,-0.68468,0.72741,0.81114,2,NA
2150,16,72089512,73140781,TRUE,305,1694,0.000310875,0.000159204,0.0211499,0.00895548,TRUE,-0.174507,-0.174507,FALSE,-1,0.62849,0.629313,2,NA
2151,16,73140782,74135275,TRUE,513,2176,0.000238019,NA,0.107164,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2152,16,74135276,74889127,TRUE,229,1610,0.000278886,9.23074e-05,0.0170758,0.0480616,TRUE,0.307785,0.307785,FALSE,-0.79439,1,0.467603,2,NA
2153,16,74889128,75525959,TRUE,199,1594,0.000165882,NA,0.0829605,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2154,16,75525960,76635467,TRUE,338,2873,7.23909e-05,5.12474e-05,0.312873,0.213288,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2155,16,76635468,77270665,TRUE,206,1889,8.40244e-05,4.43777e-05,0.233739,0.186123,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2156,16,77270666,77739132,TRUE,215,1770,0.000144424,0.000123442,0.118922,0.0115613,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2157,16,77739133,78280636,TRUE,334,2235,NA,7.85224e-05,NA,0.114328,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2158,16,78280637,78973580,TRUE,535,3064,0.000633865,0.000353154,0.00104111,4.92603e-05,TRUE,-0.153982,-0.153982,FALSE,-0.79608,0.32168,0.507335,2,NA
2159,16,78973581,79662634,TRUE,599,2355,0.000360177,NA,0.0425042,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2160,16,79662635,80559685,TRUE,446,2885,0.000362195,0.00037526,0.0231228,2.49543e-06,TRUE,-0.110612,-0.110612,FALSE,-0.93002,0.43331,0.679821,2,NA
2161,16,80559686,81437861,TRUE,441,2774,0.000534082,0.000216579,0.002022,0.00300116,TRUE,-0.26579,-0.26579,FALSE,-1,0.302,0.34857,2,NA
2162,16,81437862,82310204,TRUE,577,2798,0.000238412,0.000298713,0.119815,0.000505941,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2163,16,82310205,83077869,TRUE,545,2998,0.000366145,0.000261832,0.0336325,0.00138635,TRUE,0.231822,0.231822,FALSE,-0.59759,1,0.487192,2,NA
2164,16,83077870,83778371,TRUE,509,2858,0.000577564,8.20649e-05,0.00172418,0.152557,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2165,16,83778372,84440154,TRUE,630,2789,NA,0.000273628,NA,0.00163718,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2166,16,84440155,85146805,TRUE,572,2745,NA,0.00019692,NA,0.0122648,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2167,16,85146806,86058597,TRUE,675,2311,0.000226423,0.000241314,0.149039,0.00616717,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2168,16,86058598,86748867,TRUE,640,2596,0.000355123,0.000271007,0.0495308,0.00212369,TRUE,-0.562406,-0.562406,FALSE,-1,0.14378,0.113599,2,NA
2169,16,86748868,87669168,TRUE,598,2787,0.000551583,0.000393982,0.00493943,1.51699e-05,TRUE,-0.139733,-0.139733,FALSE,-0.83665,0.34909,0.566322,2,NA
2170,16,87669169,88387228,TRUE,412,2400,0.000825149,NA,5.01172e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2171,16,88387229,89106304,TRUE,438,2097,0.000912648,0.000288731,1.14e-06,0.000195655,TRUE,-0.0342132,-0.0342132,FALSE,-0.51855,0.3616,0.865404,2,NA
2172,16,89106305,90292787,TRUE,383,2784,0.000585029,0.000374796,0.000433074,9.13332e-07,TRUE,0.297462,0.297462,FALSE,-0.12934,0.75507,0.154092,2,NA
2173,17,52,815653,TRUE,404,2092,0.000387295,NA,0.0133059,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2174,17,815654,1480056,TRUE,433,1895,0.000795246,0.000280348,1.30499e-05,0.000215555,TRUE,-0.209711,-0.209711,FALSE,-0.77193,0.20255,0.324764,2,NA
2175,17,1480057,2699135,TRUE,484,2542,0.000335539,4.06526e-05,0.0379256,0.296007,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2176,17,2699136,3430440,TRUE,290,1798,0.000248526,5.37891e-06,0.0455078,0.454163,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2177,17,3430441,4463971,TRUE,482,2512,2.15458e-05,0.000172146,0.444948,0.0174349,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2178,17,4463972,5573784,TRUE,371,2845,4.3336e-05,0.000199294,0.385537,0.00307005,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2179,17,5573785,6305078,TRUE,386,2116,0.000269255,8.28382e-05,0.0545968,0.11768,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2180,17,6305079,7264458,TRUE,418,2140,0.000249209,7.54902e-05,0.0751941,0.149838,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2181,17,7264459,8554763,TRUE,401,2569,0.00040836,0.000103178,0.00976548,0.0763524,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2182,17,8554764,9619356,TRUE,472,2306,0.000164597,0.000165228,0.180291,0.0192807,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2183,17,9619357,10572617,TRUE,445,2552,0.000147356,1.62216e-05,0.198893,0.405552,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2184,17,10572618,11778164,TRUE,451,2626,0.000231242,9.17495e-05,0.0985017,0.112178,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2185,17,11778165,12676353,TRUE,297,1743,0.000147215,0.000109983,0.152894,0.0397024,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2186,17,12676354,13648446,TRUE,475,3019,0.000460199,0.000155379,0.0075051,0.0244033,TRUE,-0.616499,-0.616499,FALSE,-1,0.07182,0.0832322,2,NA
2187,17,13648447,14508610,TRUE,362,2294,0.000259887,0.000122156,0.054513,0.0391961,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2188,17,14508611,15308722,TRUE,375,2525,NA,0.000162243,NA,0.0115109,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2189,17,15308723,16405207,TRUE,196,1622,0.00029954,7.82008e-05,0.00885309,0.0640658,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2190,17,16405208,17326540,TRUE,215,1713,4.81273e-06,4.0143e-05,0.471501,0.21641,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2191,17,17326541,18900978,TRUE,225,2059,8.97593e-05,7.2362e-05,0.239125,0.0892426,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2192,17,18900979,20402494,TRUE,194,1503,8.9503e-05,9.16842e-05,0.220287,0.0394926,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2193,17,20402495,21432873,TRUE,227,1272,0.000355049,0.000189532,0.00444661,0.000575624,TRUE,-0.000717293,-0.000717293,FALSE,NA,NA,0.997978,2,NA
2194,17,21432874,25872110,TRUE,163,2278,NA,0.000140085,NA,0.00304229,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2195,17,25872111,27344401,TRUE,313,1830,0.000372102,0.000288473,0.00806161,1.6863e-05,TRUE,-0.157601,-0.157601,FALSE,-0.94959,0.37047,0.544645,2,NA
2196,17,27344402,29783141,TRUE,277,2938,0.000326898,0.000174282,0.012189,0.0027142,TRUE,0.298951,0.298951,FALSE,-0.47324,1,0.353486,2,NA
2197,17,29783142,31318753,TRUE,430,2903,0.000210439,0.000122629,0.112588,0.0523487,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2198,17,31318754,32356061,TRUE,488,2757,0.000127039,0.000302656,0.240519,0.000154173,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2199,17,32356062,33614189,TRUE,418,2727,0.000643429,8.33965e-05,0.000205976,0.1256,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2200,17,33614190,34474611,TRUE,250,1996,0.000156484,6.29422e-05,0.120416,0.131317,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2201,17,34474612,36116884,TRUE,406,2132,0.000160037,0.000280189,0.170363,0.000132809,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2202,17,36116885,37361178,TRUE,382,1990,0.0002465,1.4603e-05,0.0698282,0.407793,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2203,17,37361179,38880481,TRUE,286,2405,4.1553e-05,0.000310605,0.374936,3.4495e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2204,17,38880482,40233545,TRUE,302,3261,0.000316157,6.46259e-05,0.0188671,0.148312,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2205,17,40233546,42348003,TRUE,369,2938,0.000142507,0.000364216,0.186012,8.86737e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2206,17,42348004,43460500,TRUE,237,1844,0.000340889,0.000177829,0.00627288,0.00145803,TRUE,0.350549,0.350549,FALSE,-0.30965,1,0.243271,2,NA
2207,17,43460501,44865832,TRUE,94,471,0.000526475,3.04815e-05,9.41604e-07,0.183681,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2208,17,44865833,45883901,TRUE,157,1884,0.000158668,0.000206427,0.0718028,2.99208e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2209,17,45883902,47516224,TRUE,336,3409,0.000199807,0.000388569,0.0972399,7.56873e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2210,17,47516225,48722590,TRUE,564,2227,0.000842872,0.000220443,4.1917e-05,0.00686023,TRUE,-0.167686,-0.167686,FALSE,-0.95656,0.34001,0.512493,2,NA
2211,17,48722591,49909298,TRUE,350,2262,0.000248285,0.000390747,0.0593624,1.04402e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2212,17,49909299,51110385,TRUE,189,2849,0.000241059,0.000198942,0.0228075,0.000185081,TRUE,-0.307669,-0.307669,FALSE,-1,0.33691,0.325071,2,NA
2213,17,51110386,52102649,TRUE,201,2037,NA,0.000101792,NA,0.0253432,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2214,17,52102650,53468006,TRUE,385,2947,8.79597e-05,0.000368235,0.288867,1.02082e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2215,17,53468007,54950107,TRUE,356,2835,NA,0.000140149,NA,0.0210636,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2216,17,54950108,56245227,TRUE,622,2670,0.00041129,6.01324e-05,0.0263294,0.245537,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2217,17,56245228,58652809,TRUE,301,2872,0.000472962,0.000270063,0.00138374,5.06879e-05,TRUE,-0.0666756,-0.0666756,FALSE,-0.70452,0.40972,0.783569,2,NA
2218,17,58652810,60453120,TRUE,377,2211,NA,2.09554e-05,NA,0.371206,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2219,17,60453121,62112373,TRUE,266,2096,0.000308361,0.000183642,0.0159231,0.0015891,TRUE,-0.407296,-0.407296,FALSE,-1,0.23516,0.205903,2,NA
2220,17,62112374,63548724,TRUE,311,2314,8.89852e-05,7.57672e-05,0.272027,0.11784,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2221,17,63548725,64438387,TRUE,180,2550,0.000291716,0.000115643,0.0126242,0.0103598,TRUE,0.138628,0.138628,FALSE,-0.83879,1,0.69996,2,NA
2222,17,64438388,65582327,TRUE,477,2606,NA,0.00025313,NA,0.00129539,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2223,17,65582328,66757556,TRUE,378,2481,0.000321266,0.00016323,0.0275516,0.011629,TRUE,-0.394977,-0.394977,FALSE,-1,0.37193,0.292589,2,NA
2224,17,66757557,68176219,TRUE,321,2530,0.000305886,NA,0.0237727,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2225,17,68176220,69245590,TRUE,323,2693,0.000295068,0.000116513,0.027671,0.0364963,TRUE,-1,-1.24256,FALSE,-1,-0.15811,0.00346767,2,NA
2226,17,69245591,70495119,TRUE,497,2592,0.000833914,0.000201049,2.13164e-05,0.00804894,TRUE,-0.322305,-0.322305,FALSE,-1,0.18395,0.207481,2,NA
2227,17,70495120,71466953,TRUE,543,2324,5.5797e-05,NA,0.379883,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2228,17,71466954,72383472,TRUE,541,2430,0.000575706,0.000317397,0.002327,0.000184551,TRUE,0.0764995,0.0764995,FALSE,-0.53715,0.62637,0.760343,2,NA
2229,17,72383473,73741321,TRUE,438,2903,0.000157247,0.000261219,0.186334,0.000537892,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2230,17,73741322,74908266,TRUE,375,2551,8.95113e-05,0.000369208,0.286032,8.44458e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2231,17,74908267,75619256,TRUE,419,2122,0.000160901,8.03636e-05,0.172286,0.138859,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2232,17,75619257,76596287,TRUE,578,2806,0.000458383,0.000285412,0.0132994,0.000805777,TRUE,-0.0134222,-0.0134222,FALSE,-0.86077,0.63263,0.963886,2,NA
2233,17,76596288,77412786,TRUE,508,2313,3.48934e-05,0.000158912,0.418234,0.0274256,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2234,17,77412787,78438332,TRUE,466,2406,0.000185225,0.000255697,0.152062,0.000929233,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2235,17,78438333,79333774,TRUE,350,2734,NA,0.000252978,NA,0.000225277,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2236,17,79333775,80459149,TRUE,305,2619,0.000368483,0.000163652,0.00820899,0.00636528,TRUE,-0.374628,-0.374628,FALSE,-1,0.27375,0.25231,2,NA
2237,17,80459150,81192460,TRUE,217,1841,NA,0.000100605,NA,0.0334742,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2238,18,10719,848350,TRUE,342,2086,9.45447e-05,0.000153407,0.262813,0.0121869,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2239,18,848351,1940211,TRUE,340,2605,9.87956e-05,0.000114402,0.254742,0.0431963,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2240,18,1940212,2839842,TRUE,379,2584,0.000346448,NA,0.019606,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2241,18,2839843,3722828,TRUE,450,2216,0.000330966,NA,0.0353357,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2242,18,3722829,4603961,TRUE,417,2055,0.000349502,0.000232527,0.0235415,0.0013418,TRUE,-0.148487,-0.148487,FALSE,-1,0.54647,0.646585,2,NA
2243,18,4603962,5575812,TRUE,365,2498,0.00018305,4.98041e-05,0.128977,0.229809,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2244,18,5575813,6756496,TRUE,507,2719,0.000333304,0.000125425,0.0425293,0.062662,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2245,18,6756497,7862479,TRUE,440,2382,0.000263763,0.000116287,0.0711396,0.0613866,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2246,18,7862480,8788524,TRUE,404,2552,0.000165055,0.000146044,0.162904,0.0248543,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2247,18,8788525,9816164,TRUE,456,2932,0.000683386,0.000167898,0.000158817,0.0160011,TRUE,-0.434248,-0.434248,FALSE,-1,0.11958,0.129366,2,NA
2248,18,9816165,10675548,TRUE,472,2298,NA,0.000192541,NA,0.00788624,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2249,18,10675549,11872226,TRUE,461,3134,0.000211897,7.74863e-05,0.119576,0.152805,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2250,18,11872227,12735558,TRUE,256,2193,0.000265751,0.00010856,0.0272925,0.0315401,TRUE,-0.252677,-0.252677,FALSE,-1,0.68344,0.546636,2,NA
2251,18,12735559,13641479,TRUE,345,1990,0.000109383,0.000244693,0.235067,0.000288091,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2252,18,13641480,14439251,TRUE,171,1811,0.000268486,7.71194e-05,0.0107283,0.0537872,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2253,18,14439252,15220934,TRUE,70,723,NA,3.52036e-05,NA,0.118509,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2254,18,15220935,20009696,TRUE,220,1701,NA,0.000208243,NA,0.000209935,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2255,18,20009697,21622716,TRUE,298,2761,NA,0.000165138,NA,0.00631983,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2256,18,21622717,22746153,TRUE,379,2447,0.000121614,9.80777e-06,0.222651,0.433778,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2257,18,22746154,24088163,TRUE,402,2759,0.000496513,0.000277576,0.00258044,0.000142957,TRUE,0.0391153,0.0391153,FALSE,-0.58548,0.56952,0.877393,2,NA
2258,18,24088164,25305260,TRUE,412,2584,2.76155e-05,0.00028363,0.42585,0.000118739,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2259,18,25305261,26861067,TRUE,289,2924,0.000136674,0.000119569,0.16525,0.0285327,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2260,18,26861068,27823155,TRUE,157,2095,NA,6.83578e-05,NA,0.0658618,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2261,18,27823156,28792734,TRUE,258,2288,NA,0.000223504,NA,0.000179015,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2262,18,28792735,30401128,TRUE,423,3355,0.00013383,0.000285961,0.213548,0.000122916,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2263,18,30401129,32458907,TRUE,354,3418,0.000873979,0.000319228,4.41025e-07,1.04869e-05,TRUE,-0.205022,-0.205022,FALSE,-0.66433,0.15241,0.268678,2,NA
2264,18,32458908,34153297,TRUE,427,3142,0.000512272,0.000287586,0.00243683,0.000145363,TRUE,0.0661067,0.0661067,FALSE,-0.52545,0.61702,0.793426,2,NA
2265,18,34153298,36056932,TRUE,457,3747,0.000833372,0.000254776,9.62308e-06,0.000771396,TRUE,-0.140845,-0.140845,FALSE,-0.70654,0.3054,0.524009,2,NA
2266,18,36056933,37679127,TRUE,284,2868,0.00046368,0.000354696,0.00110324,1.3406e-07,TRUE,0.482517,0.482517,FALSE,0.07305,1,0.0248291,2,NA
2267,18,37679128,38498381,TRUE,185,2226,0.00020947,0.000106961,0.0377911,0.0175722,TRUE,0.313129,0.313129,FALSE,-0.77542,1,0.452421,2,NA
2268,18,38498382,39410165,TRUE,248,1911,0.000325129,0.0001263,0.0099895,0.0166011,TRUE,0.412621,0.412621,FALSE,-0.40702,1,0.253317,2,NA
2269,18,39410166,40471407,TRUE,185,2180,0.000211424,9.32752e-05,0.037508,0.0326352,TRUE,0.23907,0.23907,FALSE,-1,1,0.588968,2,NA
2270,18,40471408,41425454,TRUE,198,2044,0.000322034,0.000276611,0.00698506,6.64165e-07,TRUE,0.0437252,0.0437252,FALSE,-0.57236,0.58003,0.860741,2,NA
2271,18,41425455,42974165,TRUE,419,2894,0.000219374,0.000486299,0.0998353,1.73912e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2272,18,42974166,44300145,TRUE,491,3093,0.000408451,0.000344823,0.0166296,2.43729e-05,TRUE,-0.129571,-0.129571,FALSE,-0.96004,0.44152,0.633581,2,NA
