"locus","chr","start","stop","processed","K","n_snps","h2_SCZ","h2_BIP","p_SCZ","p_BIP","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
1913,13,73114510,74437635,TRUE,414,3243,0.00134806,0.000371691,4.18639e-08,1.91639e-06,TRUE,0.247861,0.247861,FALSE,-0.10856,0.56772,0.149434,2,NA
1914,13,74437636,75882384,TRUE,447,3448,0.00070934,0.000206204,0.00184979,0.00442946,TRUE,0.306153,0.306153,FALSE,-0.39643,0.94494,0.292712,2,NA
1915,13,75882385,76671493,TRUE,215,2042,0.000561471,0.000110455,0.000653761,0.0201824,TRUE,0.0707243,0.0707243,FALSE,-0.93817,0.74654,0.826911,2,NA
1916,13,76671494,77460044,TRUE,268,2029,0.000475839,0.000199776,0.00613662,0.0007086,TRUE,0.442755,0.442755,FALSE,-0.19152,1,0.130941,2,NA
1917,13,77460045,78693310,TRUE,196,2685,0.000276466,0.000195034,0.0425466,0.000236058,TRUE,0.312755,0.312755,FALSE,-0.53944,1,0.359126,2,NA
1918,13,78693311,79489045,TRUE,219,1923,3.40813e-05,9.18553e-05,0.404807,0.0455111,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1919,13,79489046,80778339,TRUE,297,2377,0.000836363,0.00022974,2.96142e-05,0.000269775,TRUE,0.480133,0.480133,FALSE,0.04088,0.94591,0.033665,2,NA
1920,13,80778340,81724089,TRUE,198,2237,9.11131e-05,7.0649e-05,0.269528,0.0884337,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1921,13,81724090,82582821,TRUE,171,2099,0.000433609,0.000122171,0.00266581,0.00678113,TRUE,0.698788,0.698788,FALSE,0.09999,1,0.0296294,2,NA
1922,13,82582822,83829835,TRUE,164,2807,0.000328857,0.00013404,0.013538,0.00298199,TRUE,0.488584,0.488584,FALSE,-0.29206,1,0.15034,2,NA
1923,13,83829836,85035400,TRUE,250,2540,0.000662105,0.000202493,0.000262868,0.000532213,TRUE,0.341927,0.341927,FALSE,-0.1987,0.84318,0.172745,2,NA
1924,13,85035401,85650680,TRUE,119,1883,0.000487533,7.82555e-05,0.000168041,0.0274134,TRUE,0.078509,0.078509,FALSE,-0.88195,0.76981,0.812429,2,NA
1925,13,85650681,86321288,TRUE,138,1808,0.000149866,3.50612e-05,0.124085,0.198555,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1926,13,86321289,87043588,TRUE,105,2013,0.000207199,4.1611e-05,0.0392885,0.127998,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1927,13,87043589,88029523,TRUE,123,2145,8.06464e-05,3.47291e-05,0.245125,0.183493,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1928,13,88029524,88968400,TRUE,192,1928,0.000718505,0.000230035,1.6214e-05,1.91784e-05,TRUE,0.0969078,0.0969078,FALSE,-0.40375,0.4884,0.64886,2,NA
1929,13,88968401,89764426,TRUE,99,2021,0.000191692,1.32424e-05,0.0464901,0.338674,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1930,13,89764427,90518147,TRUE,158,1900,0.000450532,2.60008e-05,0.00168357,0.274325,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1931,13,90518148,91764204,TRUE,317,3239,8.83164e-05,0.000162051,0.318011,0.00733592,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1932,13,91764205,93285142,TRUE,381,3315,0.000714678,1.86204e-05,0.00088568,0.384568,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1933,13,93285143,94925136,TRUE,429,3629,0.000848842,0.000308093,0.000239732,5.06467e-05,TRUE,0.0497931,0.0497931,FALSE,-0.51245,0.47631,0.82399,2,NA
1934,13,94925137,96132647,TRUE,491,3518,1.158e-05,0.000245957,0.472478,0.00150039,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1935,13,96132648,97516609,TRUE,228,2509,0.000500309,0.000105154,0.00248831,0.0295605,TRUE,0.621731,0.621731,FALSE,-0.08009,1,0.0813658,2,NA
1936,13,97516610,98527335,TRUE,254,1849,0.000497457,0.000269576,0.00425431,1.43593e-05,TRUE,0.250115,0.250115,FALSE,-0.3164,0.76531,0.326498,2,NA
1937,13,98527336,99402294,TRUE,391,2189,0.000480868,0.00012023,0.0165141,0.0475472,TRUE,-0.0561033,-0.0561033,FALSE,-1,0.845,0.89304,2,NA
1938,13,99402295,100470868,TRUE,244,2659,0.000206231,0.000180878,0.116302,0.00132425,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1939,13,100470869,101573736,TRUE,346,2208,0.000466921,5.20162e-05,0.0142552,0.212237,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1940,13,101573737,103050417,TRUE,521,3543,0.00135225,0.000507979,4.4537e-07,9.39105e-09,TRUE,0.29305,0.29305,FALSE,-0.03112,0.59308,0.0697165,2,NA
1941,13,103050418,104378435,TRUE,440,3560,0.000643399,0.000401141,0.00379875,4.66777e-07,TRUE,0.470028,0.470028,FALSE,0.03618,1,0.03997,2,NA
1942,13,104378436,105672500,TRUE,405,3041,0.00056601,NA,0.00734369,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
1943,13,105672501,106313847,TRUE,245,1698,NA,0.000127065,NA,0.0146345,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1944,13,106313848,107037864,TRUE,306,1903,0.000118277,0.000103445,0.264581,0.055019,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1945,13,107037865,108521978,TRUE,618,3457,0.00125441,0.000293788,9.39695e-06,0.000819446,TRUE,-0.313152,-0.313152,FALSE,-1,0.10636,0.156854,2,NA
1946,13,108521979,109156765,TRUE,253,1779,0.000331941,0.000263174,0.0325392,1.3229e-05,TRUE,-0.653739,-0.653739,FALSE,-1,-0.06301,0.030121,2,NA
1947,13,109156766,109813576,TRUE,259,1948,0.000521575,0.000200318,0.00275165,0.000529823,TRUE,0.130962,0.130962,FALSE,-0.61004,0.67933,0.635426,2,NA
1948,13,109813577,110995432,TRUE,547,3456,0.000738025,0.000468277,0.00296444,1.47324e-07,TRUE,0.239247,0.239247,FALSE,-0.24172,0.68114,0.274823,2,NA
1949,13,110995433,111621244,TRUE,352,1902,0.000325707,0.000226825,0.0599142,0.000709442,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1950,13,111621245,112319064,TRUE,333,2177,0.00111219,0.000227934,4.04582e-07,0.000533816,TRUE,0.412222,0.412222,FALSE,0.00134,0.84296,0.0513566,2,NA
1951,13,112319065,113573118,TRUE,492,2854,0.000838458,0.000112182,0.000599854,0.0814505,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1952,13,113573119,114302561,TRUE,301,1761,0.00037976,0.000366089,0.0269239,1.02345e-07,TRUE,0.00782668,0.00782668,FALSE,-0.77434,0.57292,0.976583,2,NA
1953,13,114302562,115109851,TRUE,187,1583,0.000232859,5.47836e-05,0.0643752,0.130602,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1954,14,19000059,20876080,TRUE,210,1565,NA,6.72295e-05,NA,0.101308,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
1955,14,20876081,21982654,TRUE,595,2621,0.00036112,0.000156181,0.0895703,0.0379455,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1956,14,21982655,22760700,TRUE,285,2825,6.49361e-05,0.000147148,0.353221,0.0100859,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1957,14,22760701,23985936,TRUE,541,2783,0.000919744,0.000144807,0.000332852,0.0423895,TRUE,-0.153995,-0.153995,FALSE,-1,0.48196,0.638022,2,NA
1958,14,23985937,24906056,TRUE,309,1809,0.000412876,0.00032827,0.0195717,1.31284e-06,TRUE,0.126879,0.126879,FALSE,-0.59946,0.6852,0.636611,2,NA
1959,14,24906057,25585041,TRUE,181,1901,0.000279719,7.33603e-05,0.0337982,0.065641,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1960,14,25585042,26395690,TRUE,220,1812,0.000391691,0.000113076,0.0110746,0.0193902,TRUE,0.0192516,0.0192516,FALSE,-1,0.81496,0.959043,2,NA
1961,14,26395691,27720240,TRUE,352,2530,0.000220389,0.000207118,0.141382,0.00161834,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1962,14,27720241,29029224,TRUE,276,3288,0.000381356,5.84924e-06,0.0219196,0.449174,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1963,14,29029225,30831154,TRUE,467,2978,0.00129411,0.000550508,3.72182e-07,2.0448e-10,TRUE,0.427677,0.427677,FALSE,0.14204,0.71116,0.00593161,2,NA
1964,14,30831155,32382245,TRUE,283,2846,0.000517052,5.2334e-05,0.00405802,0.187608,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1965,14,32382246,33591113,TRUE,504,2672,0.000970341,0.000388455,0.000106281,3.34328e-06,TRUE,0.465838,0.465838,FALSE,0.08641,0.86848,0.0218546,2,NA
1966,14,33591114,34695195,TRUE,677,2701,0.00127151,0.000318619,1.57344e-05,0.000535287,TRUE,-0.0300879,-0.0300879,FALSE,-0.5992,0.38108,0.89035,2,NA
1967,14,34695196,35379988,TRUE,183,1779,0.0005762,0.000104406,0.000223055,0.0189194,TRUE,-0.0746105,-0.0746105,FALSE,-1,0.54869,0.811231,2,NA
1968,14,35379989,36422077,TRUE,181,2044,0.000797259,0.000131373,1.40237e-06,0.00498292,TRUE,0.274859,0.274859,FALSE,-0.2791,0.80215,0.273166,2,NA
1969,14,36422078,37282012,TRUE,251,1852,0.000150996,9.2791e-05,0.189106,0.0532625,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1970,14,37282013,38722114,TRUE,301,2771,4.39519e-06,6.03399e-05,0.479995,0.168128,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1971,14,38722115,40343754,TRUE,283,3291,0.000616249,0.000132873,0.000929648,0.0166168,TRUE,0.270198,0.270198,FALSE,-0.50865,0.99692,0.395322,2,NA
1972,14,40343755,40965849,TRUE,103,1985,0.000347547,7.24258e-05,0.00283882,0.0309154,TRUE,0.535127,0.535127,FALSE,-0.2974,1,0.156425,2,NA
1973,14,40965850,41614833,TRUE,84,2078,5.14999e-06,3.44367e-05,0.459129,0.142861,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1974,14,41614834,42562550,TRUE,136,2088,0.000145852,0.000137886,0.130712,0.00220113,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1975,14,42562551,43321168,TRUE,152,2002,0.000142414,0.000220535,0.146535,6.40934e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1976,14,43321169,44623273,TRUE,251,3476,0.000443548,0.000330057,0.00806042,1.55469e-07,TRUE,0.538103,0.538103,FALSE,0.08773,1,0.0277373,2,NA
1977,14,44623274,45817082,TRUE,255,2489,0.000109963,8.69688e-05,0.260525,0.068109,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1978,14,45817083,46748238,TRUE,136,1718,0.000405666,4.67634e-05,0.00193277,0.127464,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1979,14,46748239,48177483,TRUE,249,3146,0.000798925,0.000122877,1.68131e-05,0.0169357,TRUE,0.718258,0.718258,FALSE,0.21958,1,0.0116877,2,NA
1980,14,48177484,49002065,TRUE,180,2453,0.000398382,0.000230912,0.00558724,1.14696e-05,TRUE,0.821154,0.821154,FALSE,0.40368,1,0.00205803,2,NA
1981,14,49002066,50500564,TRUE,382,3114,0.000683747,0.00010688,0.00132968,0.0644645,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1982,14,50500565,51418371,TRUE,247,1878,0.000686912,0.000193783,0.000143345,0.000644737,TRUE,0.353479,0.353479,FALSE,-0.1831,0.86342,0.153792,2,NA
1983,14,51418372,52206122,TRUE,303,2084,0.000484012,0.000228754,0.00796894,0.000332888,TRUE,0.488072,0.488072,FALSE,-0.09486,1,0.0891782,2,NA
1984,14,52206123,52760553,TRUE,222,1748,0.000350954,7.73309e-05,0.0202324,0.0785348,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1985,14,52760554,54359598,TRUE,381,3216,0.000677159,0.000449881,0.00149388,7.21998e-09,TRUE,-0.0346172,-0.0346172,FALSE,-0.58662,0.35077,0.866818,2,NA
1986,14,54359599,55292832,TRUE,273,1778,0.000277376,0.000128739,0.0673157,0.0174694,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1987,14,55292833,56206430,TRUE,125,1928,0.000275414,5.1405e-05,0.0174086,0.101694,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1988,14,56206431,57460781,TRUE,442,3158,0.00138554,4.39114e-05,3.91489e-08,0.273926,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1989,14,57460782,58447798,TRUE,264,2183,0.000665658,0.000412588,0.000337664,1.3404e-09,TRUE,0.0845609,0.0845609,FALSE,-0.37374,0.4581,0.665336,2,NA
1990,14,58447799,59447537,TRUE,312,1984,0.000272808,0.000227069,0.0832118,0.000408746,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1991,14,59447538,60099482,TRUE,157,1957,0.000327755,7.46266e-05,0.0125203,0.0514435,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1992,14,60099483,61652816,TRUE,205,2231,0.000471766,0.000149274,0.00283202,0.00345333,TRUE,0.469271,0.469271,FALSE,-0.1782,1,0.124094,2,NA
1993,14,61652817,62717985,TRUE,389,2451,0.000943501,0.000151071,4.17516e-05,0.0230852,TRUE,0.764081,0.764081,FALSE,0.25974,1,0.00895906,2,NA
1994,14,62717986,64033237,TRUE,347,3226,0.000637056,0.000302081,0.00175367,2.31441e-05,TRUE,0.311786,0.311786,FALSE,-0.2256,0.80293,0.197165,2,NA
1995,14,64033238,65229391,TRUE,215,2339,4.46501e-05,0.000180269,0.379232,0.00075058,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1996,14,65229392,66300066,TRUE,252,2558,0.000772516,0.000373877,3.2652e-05,1.12284e-08,TRUE,0.429129,0.429129,FALSE,0.07457,0.77648,0.0214801,2,NA
1997,14,66300067,67891839,TRUE,159,3739,0.000470243,5.79874e-05,0.00110377,0.100643,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1998,14,67891840,68976912,TRUE,248,1999,0.000289502,0.000197316,0.0577967,0.000736195,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1999,14,68976913,69794542,TRUE,319,2018,0.000554446,0.000203647,0.00369855,0.001234,TRUE,0.171282,0.171282,FALSE,-0.57648,0.77201,0.551501,2,NA
2000,14,69794543,71140426,TRUE,340,3229,0.000224178,0.00022011,0.133699,0.000807339,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2001,14,71140427,72665319,TRUE,305,3249,0.00106825,0.000239627,5.18711e-07,0.000231986,TRUE,0.489195,0.489195,FALSE,0.09627,0.90237,0.0183892,2,NA
2002,14,72665320,73373373,TRUE,280,1855,0.000644582,0.000593309,0.000659725,1.08404e-15,TRUE,0.122999,0.122999,FALSE,-0.27993,0.47088,0.48876,2,NA
2003,14,73373374,74245428,TRUE,169,1799,0.00045272,0.000171013,0.00181307,0.000443019,TRUE,-0.0405116,-0.0405116,FALSE,-0.87335,0.48793,0.88298,2,NA
2004,14,74245429,75699501,TRUE,288,2835,0.000490478,0.000169974,0.00624501,0.00429746,TRUE,0.261184,0.261184,FALSE,-0.55679,0.96472,0.411153,2,NA
2005,14,75699502,76694201,TRUE,332,2088,0.000509303,0.000401437,0.00817478,3.95533e-08,TRUE,-0.162199,-0.162199,FALSE,-0.94042,0.28437,0.49088,2,NA
2006,14,76694202,77425453,TRUE,341,1842,0.000267809,0.000227114,0.0963919,0.000826954,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2007,14,77425454,78374053,TRUE,283,2725,0.000519233,0.000222801,0.00390501,0.000280976,TRUE,0.242834,0.242834,FALSE,-0.40612,0.81262,0.37456,2,NA
2008,14,78374054,79199451,TRUE,301,2079,0.000889722,0.000429096,1.24439e-05,1.43827e-09,TRUE,0.0896822,0.0896822,FALSE,-0.30272,0.42066,0.608458,2,NA
2009,14,79199452,81001920,TRUE,502,3497,0.000696815,0.00036045,0.0035573,1.84138e-05,TRUE,0.430657,0.430657,FALSE,-0.04682,0.98469,0.0775264,2,NA
2010,14,81001921,82524785,TRUE,390,3543,0.000610279,0.000389123,0.00371042,2.9323e-07,TRUE,0.237924,0.237924,FALSE,-0.3,0.69322,0.297372,2,NA
2011,14,82524786,84087372,TRUE,425,3646,0.000724547,0.000355356,0.0012094,3.73998e-06,TRUE,0.429871,0.429871,FALSE,0.00442,0.91096,0.0558677,2,NA
2012,14,84087373,85562936,TRUE,329,3526,0.000903713,0.000176579,2.02594e-05,0.00507422,TRUE,0.00867348,0.00867348,FALSE,-0.70388,0.50233,0.972957,2,NA
2013,14,85562937,86653343,TRUE,295,2629,0.000279001,0.000119721,0.0744587,0.0317022,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2014,14,86653344,87350275,TRUE,189,1824,0.000509696,3.94275e-05,0.000970819,0.20643,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2015,14,87350276,88208595,TRUE,193,2009,2.78267e-05,0.000132304,0.414911,0.00635172,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2016,14,88208596,89482883,TRUE,292,2932,0.000803468,0.000281665,5.03869e-05,1.40582e-05,TRUE,0.2371,0.2371,FALSE,-0.21901,0.62523,0.262018,2,NA
2017,14,89482884,90662836,TRUE,438,2598,0.000135736,0.00032577,0.271028,2.8355e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2018,14,90662837,92101228,TRUE,420,3148,0.0012693,0.000379265,1.8279e-07,1.23256e-06,TRUE,-0.0490038,-0.0490038,FALSE,-0.4716,0.28026,0.778412,2,NA
2019,14,92101229,93386328,TRUE,477,3337,0.000547345,0.000381946,0.0135609,3.4362e-06,TRUE,-0.130603,-0.130603,FALSE,-0.96487,0.37519,0.613166,2,NA
2020,14,93386329,94892240,TRUE,505,3741,0.000549569,0.000354253,0.0155624,1.9728e-05,TRUE,-0.0952372,-0.0952372,FALSE,-0.97017,0.43699,0.72541,2,NA
2021,14,94892241,95946792,TRUE,592,3405,0.00108209,2.33622e-05,6.83914e-05,0.386153,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2022,14,95946793,97174314,TRUE,488,3422,0.000423248,0.000112365,0.0441996,0.0793896,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2023,14,97174315,98268391,TRUE,403,2496,4.88571e-05,0.000355126,0.403445,3.3029e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2024,14,98268392,98885322,TRUE,222,2027,0.000285172,0.000275025,0.0453477,2.24889e-06,TRUE,0.386847,0.386847,FALSE,-0.27405,1,0.205377,2,NA
2025,14,98885323,99474533,TRUE,253,1942,0.00030963,0.000158945,0.043732,0.0049868,TRUE,-0.645678,-0.645678,FALSE,-1,0.1104,0.095095,2,NA
2026,14,99474534,100786189,TRUE,516,2862,0.00119897,0.00031409,4.32606e-06,0.00013285,TRUE,0.469382,0.469382,FALSE,0.07944,0.8782,0.0222405,2,NA
2027,14,100786190,102004377,TRUE,569,2736,0.000567135,0.000111567,0.0175575,0.0956713,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2028,14,102004378,103617472,TRUE,370,3317,0.000804689,0.000378361,0.000226939,6.4509e-07,TRUE,0.0822698,0.0822698,FALSE,-0.40371,0.46899,0.687266,2,NA
2029,14,103617473,104439106,TRUE,178,1960,0.00114597,0.000140607,9.31713e-11,0.00315421,TRUE,0.502469,0.502469,FALSE,0.10924,1,0.0206773,2,NA
2030,14,104439107,105091340,TRUE,274,1769,0.000261002,0.000171831,0.0815045,0.00392392,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2031,14,105091341,106347143,TRUE,236,1700,6.43648e-05,0.00014857,0.342224,0.00679322,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2032,14,106347144,106876548,TRUE,4,24,5.99335e-05,2.12775e-06,0.0711154,0.322919,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2033,14,106876549,107289435,TRUE,47,1110,7.68392e-05,NA,0.162812,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2034,15,20000205,22799926,TRUE,30,175,NA,7.26946e-05,NA,0.00811325,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
2035,15,22799927,24099946,TRUE,334,1684,0.000363794,0.000173673,0.0389929,0.0237879,TRUE,-0.656094,-0.656094,FALSE,-1,0.15411,0.122697,2,NA
2036,15,24099947,24531187,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2037,15,24531188,25384327,TRUE,202,2748,NA,3.91045e-05,NA,0.213049,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
2038,15,25384328,26392947,TRUE,515,2840,NA,0.000255263,NA,0.00145996,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
2039,15,26392948,27563172,TRUE,451,2578,0.000743527,0.000404585,0.00123423,5.74226e-07,TRUE,0.40282,0.40282,FALSE,-0.02987,0.85929,0.0637468,2,NA
2040,15,27563173,29141035,TRUE,255,2110,0.000675041,4.77102e-06,0.000208909,0.454743,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2041,15,29141036,30604119,TRUE,359,2550,0.000631184,0.000244575,0.00203598,0.000372539,TRUE,0.35771,0.35771,FALSE,-0.22844,0.91869,0.174982,2,NA
2042,15,30604120,32177320,TRUE,376,2566,0.000162654,0.000153595,0.219394,0.0161619,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2043,15,32177321,33484267,TRUE,391,2360,0.000219293,NA,0.155139,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2044,15,33484268,34410072,TRUE,439,2760,0.000455343,0.000361677,0.0271428,4.53894e-06,TRUE,0.0930333,0.0930333,FALSE,-0.67788,0.69012,0.739338,2,NA
2045,15,34410073,35118927,TRUE,203,1504,0.000683434,0.000143996,5.04432e-05,0.00450668,TRUE,0.0600531,0.0600531,FALSE,-0.66317,0.57969,0.822373,2,NA
2046,15,35118928,36583327,TRUE,410,3041,0.00076662,0.000258254,0.000599852,0.00039036,TRUE,-0.0864777,-0.0864777,FALSE,-0.83116,0.39531,0.727063,2,NA
2047,15,36583328,37962915,TRUE,481,3067,0.000443072,0.000164203,0.0361727,0.0203806,TRUE,-0.27276,-0.27276,FALSE,-1,0.51463,0.503443,2,NA
2048,15,37962916,39238840,TRUE,444,2863,0.000991867,0.000357055,3.88321e-05,6.87591e-06,TRUE,0.280385,0.280385,FALSE,-0.14445,0.65967,0.162885,2,NA
2049,15,39238841,40604780,TRUE,390,2812,0.000902408,0.000100585,5.93581e-05,0.0776055,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2050,15,40604781,42332685,TRUE,325,3040,0.000811017,0.000357941,9.41634e-05,6.23923e-07,TRUE,0.249289,0.249289,FALSE,-0.17294,0.61611,0.214655,2,NA
2051,15,42332686,44987755,TRUE,320,3121,0.000664013,0.000272823,0.000812309,4.359e-05,TRUE,0.408504,0.408504,FALSE,-0.06997,0.90701,0.0861204,2,NA
2052,15,44987756,46022642,TRUE,209,1882,0.000403431,5.24576e-05,0.00818861,0.152436,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2053,15,46022643,46884071,TRUE,191,1799,0.000370689,0.000199295,0.0112272,0.000158196,TRUE,0.152377,0.152377,FALSE,-0.67491,0.75244,0.605538,2,NA
2054,15,46884072,47693316,TRUE,118,1873,0.00052191,0.00012332,9.01159e-05,0.002198,TRUE,0.11318,0.11318,FALSE,-0.59113,0.64115,0.675995,2,NA
2055,15,47693317,49260006,TRUE,289,2324,0.000450028,0.000242403,0.0107027,0.000127186,TRUE,-0.191275,-0.191275,FALSE,-1,0.35888,0.502518,2,NA
2056,15,49260007,50195876,TRUE,110,1913,0.000187902,4.68369e-05,0.0581628,0.108477,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2057,15,50195877,51605477,TRUE,230,3200,0.000443503,0.000295905,0.00606403,6.57798e-07,TRUE,0.137308,0.137308,FALSE,-0.46056,0.62801,0.578611,2,NA
2058,15,51605478,53263126,TRUE,374,3326,0.000835612,0.000359837,0.000143269,1.26911e-06,TRUE,0.473414,0.473414,FALSE,0.08784,0.88115,0.0206466,2,NA
2059,15,53263127,54332799,TRUE,312,3063,0.00056397,0.000169009,0.00338997,0.00653265,TRUE,-0.036283,-0.036283,FALSE,-1,0.59505,0.907951,2,NA
2060,15,54332800,55136717,TRUE,247,2641,0.000380764,0.000305633,0.0171367,6.49068e-07,TRUE,0.430179,0.430179,FALSE,-0.11055,1,0.106794,2,NA
2061,15,55136718,56322588,TRUE,297,3444,0.000892617,0.000236145,1.00415e-05,0.000189741,TRUE,0.57662,0.57662,FALSE,0.18273,1,0.00843675,2,NA
2062,15,56322589,57641164,TRUE,222,2590,0.000694377,0.000156213,6.5762e-05,0.00299791,TRUE,0.438167,0.438167,FALSE,-0.09218,1,0.0948751,2,NA
2063,15,57641165,58712954,TRUE,521,2980,0.000617313,0.000317974,0.00895563,0.000125617,TRUE,0.258163,0.258163,FALSE,-0.39735,0.85339,0.344329,2,NA
2064,15,58712955,59901116,TRUE,410,2425,0.000557293,0.000122193,0.00833687,0.0480274,TRUE,-0.0483873,-0.0483873,FALSE,-1,0.77512,0.902655,2,NA
2065,15,59901117,61130595,TRUE,424,2499,0.000251412,0.000190927,0.134253,0.00658002,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2066,15,61130596,62106138,TRUE,493,2431,0.00180175,0.000264292,3.46501e-11,0.00073555,TRUE,0.306619,0.306619,FALSE,-0.06844,0.68263,0.0985911,2,NA
2067,15,62106139,63218978,TRUE,452,2526,0.00108761,0.000344581,9.71048e-06,1.38365e-05,TRUE,0.301832,0.301832,FALSE,-0.10055,0.66639,0.126043,2,NA
2068,15,63218979,64339945,TRUE,302,2692,0.000813937,0.000291465,5.28034e-05,1.15911e-05,TRUE,0.398797,0.398797,FALSE,-0.01292,0.80661,0.0579512,2,NA
2069,15,64339946,66355634,TRUE,371,3332,0.000698917,0.000137921,0.00100862,0.02642,TRUE,0.888186,0.888186,FALSE,0.33848,1,0.00717271,2,NA
2070,15,66355635,67396520,TRUE,405,2875,0.000274815,0.000241433,0.107622,0.000742061,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2071,15,67396521,69089815,TRUE,443,3219,0.000393077,0.000236685,0.0478361,0.00140118,TRUE,0.0150428,0.0150428,FALSE,-1,0.75841,0.966329,2,NA
2072,15,69089816,70767983,TRUE,599,3354,0.00123242,0.000244836,1.08024e-05,0.00408636,TRUE,-0.391799,-0.391799,FALSE,-1,0.0717,0.103906,2,NA
2073,15,70767984,72058129,TRUE,410,2480,0.000526966,6.23144e-05,0.01127,0.19091,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2074,15,72058130,73375718,TRUE,207,1810,0.000989908,0.000201694,4.67487e-08,0.00020524,TRUE,0.0778576,0.0778576,FALSE,-0.38989,0.46345,0.701023,2,NA
2075,15,73375719,74458113,TRUE,275,2077,0.000289188,0.000409059,0.0609523,1.65865e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2076,15,74458114,76401952,TRUE,362,2850,0.000421433,0.000250282,0.0256942,0.00036781,TRUE,0.61364,0.61364,FALSE,0.02176,1,0.0522297,2,NA
2077,15,76401953,77897163,TRUE,172,2395,0.000298841,9.57956e-05,0.0237481,0.0237578,TRUE,0.408336,0.408336,FALSE,-0.70391,1,0.323113,2,NA
2078,15,77897164,78514101,TRUE,217,1640,0.000624729,0.000116263,0.000268353,0.0196693,TRUE,0.653908,0.653908,FALSE,0.09144,1,0.0372814,2,NA
