"locus","chr","start","stop","processed","K","n_snps","h2_ASD","h2_SCZ","p_ASD","p_SCZ","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p"
1905,13,65187139,66382286,TRUE,204,2101,NA,0.00049616,NA,0.00164305,FALSE,NA,NA,NA,NA,NA,NA
1906,13,66382287,67718879,TRUE,279,2547,0.000679994,0.000488367,0.0941089,0.00591739,FALSE,NA,NA,NA,NA,NA,NA
1907,13,67718880,69004702,TRUE,236,2388,0.000429932,0.000403179,0.177886,0.0114279,FALSE,NA,NA,NA,NA,NA,NA
1908,13,69004703,69751491,TRUE,135,2453,NA,0.000115586,NA,0.178191,FALSE,NA,NA,NA,NA,NA,NA
1909,13,69751492,70427880,TRUE,133,1924,0.000427565,0.000283164,0.115,0.0175376,FALSE,NA,NA,NA,NA,NA,NA
1910,13,70427881,71010208,TRUE,182,1835,0.000949012,0.000255137,0.0146879,0.0472163,TRUE,0.491998,0.491998,FALSE,-0.44741,1,0.242937
1911,13,71010209,71976862,TRUE,326,2557,0.00012125,0.00062459,0.403252,0.00155396,FALSE,NA,NA,NA,NA,NA,NA
1912,13,71976863,73114509,TRUE,268,2114,NA,0.000237472,NA,0.0951826,FALSE,NA,NA,NA,NA,NA,NA
1913,13,73114510,74437635,TRUE,391,3109,NA,0.00122087,NA,2.10303e-07,FALSE,NA,NA,NA,NA,NA,NA
1914,13,74437636,75882384,TRUE,399,3322,0.00116419,0.000824258,0.0317536,0.000220704,TRUE,0.115181,0.115181,FALSE,-0.64186,1,0.711042
1915,13,75882385,76671493,TRUE,205,2017,NA,0.000565286,NA,0.000483391,FALSE,NA,NA,NA,NA,NA,NA
1916,13,76671494,77460044,TRUE,252,1985,0.000102564,0.000369423,0.405124,0.0206937,FALSE,NA,NA,NA,NA,NA,NA
1917,13,77460045,78693310,TRUE,177,2555,0.000484994,0.000266802,0.118359,0.0397767,FALSE,NA,NA,NA,NA,NA,NA
1918,13,78693311,79489045,TRUE,211,1885,0.000750704,6.25748e-05,0.0503063,0.336295,FALSE,NA,NA,NA,NA,NA,NA
1919,13,79489046,80778339,TRUE,282,2322,NA,0.000803748,NA,3.68994e-05,FALSE,NA,NA,NA,NA,NA,NA
1920,13,80778340,81724089,TRUE,183,2190,0.000239266,0.000113522,0.273196,0.216669,FALSE,NA,NA,NA,NA,NA,NA
1921,13,81724090,82582821,TRUE,166,2064,0.000389069,0.000419753,0.160453,0.0030106,FALSE,NA,NA,NA,NA,NA,NA
1922,13,82582822,83829835,TRUE,152,2766,NA,0.000266529,NA,0.0295628,FALSE,NA,NA,NA,NA,NA,NA
1923,13,83829836,85035400,TRUE,240,2496,NA,0.000636852,NA,0.000328083,FALSE,NA,NA,NA,NA,NA,NA
1924,13,85035401,85650680,TRUE,116,1869,0.000480902,0.000422393,0.077416,0.000696843,FALSE,NA,NA,NA,NA,NA,NA
1925,13,85650681,86321288,TRUE,135,1763,NA,0.000130045,NA,0.152515,FALSE,NA,NA,NA,NA,NA,NA
1926,13,86321289,87043588,TRUE,103,1988,6.24905e-05,0.000248262,0.40272,0.018395,FALSE,NA,NA,NA,NA,NA,NA
1927,13,87043589,88029523,TRUE,118,2101,0.000467458,4.21355e-05,0.0844705,0.346827,FALSE,NA,NA,NA,NA,NA,NA
1928,13,88029524,88968400,TRUE,182,1899,NA,0.000667701,NA,3.43933e-05,FALSE,NA,NA,NA,NA,NA,NA
1929,13,88968401,89764426,TRUE,94,1990,NA,0.000201889,NA,0.0357366,FALSE,NA,NA,NA,NA,NA,NA
1930,13,89764427,90518147,TRUE,151,1867,0.000180351,0.000310558,0.304782,0.0162379,FALSE,NA,NA,NA,NA,NA,NA
1931,13,90518148,91764204,TRUE,303,3182,0.00029535,NA,0.282623,NA,FALSE,NA,NA,NA,NA,NA,NA
1932,13,91764205,93285142,TRUE,338,3199,0.00051834,0.000758709,0.176458,0.000246258,FALSE,NA,NA,NA,NA,NA,NA
1933,13,93285143,94925136,TRUE,394,3524,0.000583204,0.000843787,0.167044,0.000154065,FALSE,NA,NA,NA,NA,NA,NA
1934,13,94925137,96132647,TRUE,457,3415,7.85594e-05,7.23646e-05,0.443473,0.370533,FALSE,NA,NA,NA,NA,NA,NA
1935,13,96132648,97516609,TRUE,207,2446,0.000102545,0.000410106,0.395674,0.00723328,FALSE,NA,NA,NA,NA,NA,NA
1936,13,97516610,98527335,TRUE,225,1738,NA,0.000372101,NA,0.0162261,FALSE,NA,NA,NA,NA,NA,NA
1937,13,98527336,99402294,TRUE,360,2116,NA,0.000319897,NA,0.0656457,FALSE,NA,NA,NA,NA,NA,NA
1938,13,99402295,100470868,TRUE,234,2592,0.000171768,0.000191075,0.346527,0.127723,FALSE,NA,NA,NA,NA,NA,NA
1939,13,100470869,101573736,TRUE,310,2127,0.00070901,0.000394841,0.096246,0.0244649,FALSE,NA,NA,NA,NA,NA,NA
1940,13,101573737,103050417,TRUE,492,3454,NA,0.00106015,NA,2.69557e-05,FALSE,NA,NA,NA,NA,NA,NA
1941,13,103050418,104378435,TRUE,403,3492,NA,0.000640392,NA,0.00290665,FALSE,NA,NA,NA,NA,NA,NA
1942,13,104378436,105672500,TRUE,363,2851,NA,0.000496261,NA,0.0114668,FALSE,NA,NA,NA,NA,NA,NA
1943,13,105672501,106313847,TRUE,210,1592,0.00064138,NA,0.0777643,NA,FALSE,NA,NA,NA,NA,NA,NA
1944,13,106313848,107037864,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,13,107037865,108521978,TRUE,545,3262,0.001078,0.00110012,0.0679757,2.95514e-05,FALSE,NA,NA,NA,NA,NA,NA
1946,13,108521979,109156765,TRUE,220,1695,0.000112385,0.000264732,0.39045,0.0555201,FALSE,NA,NA,NA,NA,NA,NA
1947,13,109156766,109813576,TRUE,235,1899,NA,0.000516388,NA,0.00203702,FALSE,NA,NA,NA,NA,NA,NA
1948,13,109813577,110995432,TRUE,464,3228,0.000669155,0.000788628,0.154176,0.000788911,FALSE,NA,NA,NA,NA,NA,NA
1949,13,110995433,111621244,TRUE,325,1834,NA,0.000127165,NA,0.254018,FALSE,NA,NA,NA,NA,NA,NA
1950,13,111621245,112319064,TRUE,314,2116,NA,0.000979992,NA,3.01469e-06,FALSE,NA,NA,NA,NA,NA,NA
1951,13,112319065,113573118,TRUE,424,2687,NA,0.000691185,NA,0.00185936,FALSE,NA,NA,NA,NA,NA,NA
1952,13,113573119,114302561,TRUE,269,1677,8.99098e-05,0.000159019,0.417822,0.185563,FALSE,NA,NA,NA,NA,NA,NA
1953,13,114302562,115109851,TRUE,175,1515,NA,0.000188088,NA,0.0994536,FALSE,NA,NA,NA,NA,NA,NA
1954,14,19000059,20876080,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,14,20876081,21982654,TRUE,519,2425,NA,0.000473915,NA,0.0313003,FALSE,NA,NA,NA,NA,NA,NA
1956,14,21982655,22760700,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,14,22760701,23985936,TRUE,487,2671,NA,0.000467052,NA,0.0294057,FALSE,NA,NA,NA,NA,NA,NA
1958,14,23985937,24906056,TRUE,270,1680,6.9283e-05,0.000486346,0.433953,0.00530682,FALSE,NA,NA,NA,NA,NA,NA
1959,14,24906057,25585041,TRUE,175,1847,0.000409003,0.000111062,0.155155,0.215645,FALSE,NA,NA,NA,NA,NA,NA
1960,14,25585042,26395690,TRUE,179,1692,NA,0.000297274,NA,0.0256827,FALSE,NA,NA,NA,NA,NA,NA
1961,14,26395691,27720240,TRUE,312,2430,0.000130517,0.000230946,0.394619,0.116923,FALSE,NA,NA,NA,NA,NA,NA
1962,14,27720241,29029224,TRUE,264,3226,NA,0.000328737,NA,0.0366175,FALSE,NA,NA,NA,NA,NA,NA
1963,14,29029225,30831154,TRUE,440,2869,0.000838713,0.00132976,0.0973047,9.42136e-08,FALSE,NA,NA,NA,NA,NA,NA
1964,14,30831155,32382245,TRUE,246,2710,0.000426879,0.000536291,0.184228,0.00177513,FALSE,NA,NA,NA,NA,NA,NA
1965,14,32382246,33591113,TRUE,451,2549,0.00032992,0.00106685,0.299511,1.10698e-05,FALSE,NA,NA,NA,NA,NA,NA
1966,14,33591114,34695195,TRUE,573,2492,NA,0.00131767,NA,1.78823e-06,FALSE,NA,NA,NA,NA,NA,NA
1967,14,34695196,35379988,TRUE,161,1707,0.00028609,0.00060629,0.224614,5.4314e-05,FALSE,NA,NA,NA,NA,NA,NA
1968,14,35379989,36422077,TRUE,172,2006,0.000291126,0.000801668,0.228062,7.87612e-07,FALSE,NA,NA,NA,NA,NA,NA
1969,14,36422078,37282012,TRUE,220,1791,0.000952421,0.000204619,0.0221491,0.105413,FALSE,NA,NA,NA,NA,NA,NA
1970,14,37282013,38722114,TRUE,262,2653,NA,6.92148e-05,NA,0.339184,FALSE,NA,NA,NA,NA,NA,NA
1971,14,38722115,40343754,TRUE,275,3224,0.000158082,0.000635513,0.367641,0.00059428,FALSE,NA,NA,NA,NA,NA,NA
1972,14,40343755,40965849,TRUE,93,1724,9.9723e-05,0.000174992,0.35116,0.0552285,FALSE,NA,NA,NA,NA,NA,NA
1973,14,40965850,41614833,TRUE,76,2067,0.000315484,5.02585e-06,0.120773,0.457714,FALSE,NA,NA,NA,NA,NA,NA
1974,14,41614834,42562550,TRUE,131,2057,NA,0.000145187,NA,0.127273,FALSE,NA,NA,NA,NA,NA,NA
1975,14,42562551,43321168,TRUE,137,1896,NA,0.000232889,NA,0.0405612,FALSE,NA,NA,NA,NA,NA,NA
1976,14,43321169,44623273,TRUE,238,3376,2.17997e-05,0.000437664,0.469392,0.00736824,FALSE,NA,NA,NA,NA,NA,NA
1977,14,44623274,45817082,TRUE,246,2426,NA,0.000132956,NA,0.217047,FALSE,NA,NA,NA,NA,NA,NA
1978,14,45817083,46748238,TRUE,125,1668,8.46572e-05,0.000361163,0.386787,0.00343152,FALSE,NA,NA,NA,NA,NA,NA
1979,14,46748239,48177483,TRUE,240,3077,0.000858894,0.000621792,0.0394823,0.00037461,TRUE,0.297238,0.297238,FALSE,-0.4776,1,0.37295
1980,14,48177484,49002065,TRUE,173,2396,NA,0.000275407,NA,0.0326741,FALSE,NA,NA,NA,NA,NA,NA
1981,14,49002066,50500564,TRUE,364,3034,NA,0.000616155,NA,0.00262902,FALSE,NA,NA,NA,NA,NA,NA
1982,14,50500565,51418371,TRUE,231,1835,NA,0.000651392,NA,0.000186772,FALSE,NA,NA,NA,NA,NA,NA
1983,14,51418372,52206122,TRUE,289,2043,0.000135024,0.000528772,0.387373,0.00370732,FALSE,NA,NA,NA,NA,NA,NA
1984,14,52206123,52760553,TRUE,216,1719,0.000670198,0.000335894,0.072011,0.0230776,FALSE,NA,NA,NA,NA,NA,NA
1985,14,52760554,54359598,TRUE,363,3097,0.0010315,0.000579401,0.041984,0.00419138,TRUE,-0.134016,-0.134016,FALSE,-1,0.78665,0.714646
1986,14,54359599,55292832,TRUE,245,1698,NA,0.000254049,NA,0.073257,FALSE,NA,NA,NA,NA,NA,NA
1987,14,55292833,56206430,TRUE,112,1867,NA,0.00029226,NA,0.00969398,FALSE,NA,NA,NA,NA,NA,NA
1988,14,56206431,57460781,TRUE,396,3006,NA,0.00129745,NA,5.50458e-08,FALSE,NA,NA,NA,NA,NA,NA
1989,14,57460782,58447798,TRUE,244,2126,NA,0.000473235,NA,0.00498811,FALSE,NA,NA,NA,NA,NA,NA
1990,14,58447799,59447537,TRUE,297,1932,0.000378414,0.00030217,0.231649,0.0587631,FALSE,NA,NA,NA,NA,NA,NA
1991,14,59447538,60099482,TRUE,152,1920,NA,0.000426833,NA,0.00194537,FALSE,NA,NA,NA,NA,NA,NA
1992,14,60099483,61652816,TRUE,191,2158,NA,0.000414773,NA,0.00548492,FALSE,NA,NA,NA,NA,NA,NA
1993,14,61652817,62717985,TRUE,350,2324,NA,0.000794778,NA,0.000199757,FALSE,NA,NA,NA,NA,NA,NA
1994,14,62717986,64033237,TRUE,319,3115,NA,0.000562225,NA,0.00343089,FALSE,NA,NA,NA,NA,NA,NA
1995,14,64033238,65229391,TRUE,203,2284,NA,5.39962e-05,NA,0.353474,FALSE,NA,NA,NA,NA,NA,NA
1996,14,65229392,66300066,TRUE,233,2488,NA,0.000725455,NA,4.67302e-05,FALSE,NA,NA,NA,NA,NA,NA
1997,14,66300067,67891839,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,14,67891840,68976912,TRUE,239,1828,0.000216302,0.000184614,0.314626,0.140125,FALSE,NA,NA,NA,NA,NA,NA
1999,14,68976913,69794542,TRUE,304,1979,NA,0.000423374,NA,0.0164863,FALSE,NA,NA,NA,NA,NA,NA
2000,14,69794543,71140426,TRUE,318,3140,0.000113419,0.000222162,0.407595,0.127704,FALSE,NA,NA,NA,NA,NA,NA
2001,14,71140427,72665319,TRUE,280,3078,0.000509677,0.00102704,0.158667,4.53682e-07,FALSE,NA,NA,NA,NA,NA,NA
2002,14,72665320,73373373,TRUE,253,1770,5.13948e-05,0.000683616,0.44623,0.000191345,FALSE,NA,NA,NA,NA,NA,NA
2003,14,73373374,74245428,TRUE,165,1770,NA,0.000412955,NA,0.00337462,FALSE,NA,NA,NA,NA,NA,NA
2004,14,74245429,75699501,TRUE,269,2770,NA,0.000372968,NA,0.0227864,FALSE,NA,NA,NA,NA,NA,NA
2005,14,75699502,76694201,TRUE,291,1952,NA,0.000477112,NA,0.00783909,FALSE,NA,NA,NA,NA,NA,NA
2006,14,76694202,77425453,TRUE,305,1763,0.000242931,0.000144998,0.316532,0.22111,FALSE,NA,NA,NA,NA,NA,NA
2007,14,77425454,78374053,TRUE,278,2710,0.0010486,0.000488076,0.0237502,0.00567124,TRUE,0.450706,0.450706,FALSE,-0.30645,1,0.204502
2008,14,78374054,79199451,TRUE,284,2034,NA,0.000966157,NA,1.64883e-06,FALSE,NA,NA,NA,NA,NA,NA
2009,14,79199452,81001920,TRUE,461,3400,0.000115618,0.000702559,0.421616,0.00238861,FALSE,NA,NA,NA,NA,NA,NA
2010,14,81001921,82524785,TRUE,362,3452,NA,0.000645191,NA,0.00173887,FALSE,NA,NA,NA,NA,NA,NA
2011,14,82524786,84087372,TRUE,414,3607,NA,0.000595863,NA,0.00526285,FALSE,NA,NA,NA,NA,NA,NA
2012,14,84087373,85562936,TRUE,315,3413,NA,0.000874099,NA,2.299e-05,FALSE,NA,NA,NA,NA,NA,NA
2013,14,85562937,86653343,TRUE,273,2472,NA,0.000182999,NA,0.154532,FALSE,NA,NA,NA,NA,NA,NA
2014,14,86653344,87350275,TRUE,173,1770,NA,0.000387694,NA,0.00598428,FALSE,NA,NA,NA,NA,NA,NA
2015,14,87350276,88208595,TRUE,161,1930,NA,8.61086e-05,NA,0.260607,FALSE,NA,NA,NA,NA,NA,NA
2016,14,88208596,89482883,TRUE,270,2856,NA,0.000602443,NA,0.000980853,FALSE,NA,NA,NA,NA,NA,NA
2017,14,89482884,90662836,TRUE,365,2424,NA,4.1595e-05,NA,0.411408,FALSE,NA,NA,NA,NA,NA,NA
2018,14,90662837,92101228,TRUE,383,3069,NA,0.00117033,NA,4.39069e-07,FALSE,NA,NA,NA,NA,NA,NA
2019,14,92101229,93386328,TRUE,455,3258,NA,0.000560181,NA,0.0103027,FALSE,NA,NA,NA,NA,NA,NA
2020,14,93386329,94892240,TRUE,477,3669,0.00181461,0.000495687,0.00461545,0.0221769,TRUE,-0.00330808,-0.00330808,FALSE,-0.96616,0.90874,0.992242
2021,14,94892241,95946792,TRUE,538,3260,NA,0.000938512,NA,0.000241502,FALSE,NA,NA,NA,NA,NA,NA
2022,14,95946793,97174314,TRUE,421,3138,NA,0.000382324,NA,0.0473029,FALSE,NA,NA,NA,NA,NA,NA
2023,14,97174315,98268391,TRUE,326,2342,NA,7.36524e-05,NA,0.346028,FALSE,NA,NA,NA,NA,NA,NA
2024,14,98268392,98885322,TRUE,207,1990,NA,0.000386445,NA,0.0101876,FALSE,NA,NA,NA,NA,NA,NA
2025,14,98885323,99474533,TRUE,235,1846,NA,0.0001861,NA,0.13472,FALSE,NA,NA,NA,NA,NA,NA
2026,14,99474534,100786189,TRUE,455,2710,NA,0.00116606,NA,2.33988e-06,FALSE,NA,NA,NA,NA,NA,NA
2027,14,100786190,102004377,TRUE,482,2517,NA,0.000674378,NA,0.00365572,FALSE,NA,NA,NA,NA,NA,NA
2028,14,102004378,103617472,TRUE,348,3250,NA,0.000760059,NA,0.000318642,FALSE,NA,NA,NA,NA,NA,NA
2029,14,103617473,104439106,TRUE,167,1932,NA,0.00117183,NA,1.58645e-11,FALSE,NA,NA,NA,NA,NA,NA
2030,14,104439107,105091340,TRUE,193,1460,0.000113807,0.000299096,0.3821,0.0301843,FALSE,NA,NA,NA,NA,NA,NA
2031,14,105091341,106347143,TRUE,144,1425,NA,2.30447e-05,NA,0.41516,FALSE,NA,NA,NA,NA,NA,NA
2032,14,106347144,106876548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2033,14,106876549,107289435,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2034,15,20000205,22799926,TRUE,16,104,4.03186e-05,NA,0.331635,NA,FALSE,NA,NA,NA,NA,NA,NA
2035,15,22799927,24099946,TRUE,241,1436,NA,0.000380801,NA,0.0163842,FALSE,NA,NA,NA,NA,NA,NA
2036,15,24099947,24531187,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2037,15,24531188,25384327,TRUE,183,2685,0.000856957,NA,0.023946,NA,FALSE,NA,NA,NA,NA,NA,NA
2038,15,25384328,26392947,TRUE,436,2641,0.000695961,NA,0.137923,NA,FALSE,NA,NA,NA,NA,NA,NA
2039,15,26392948,27563172,TRUE,369,2374,NA,0.00075485,NA,0.000387433,FALSE,NA,NA,NA,NA,NA,NA
2040,15,27563173,29141035,TRUE,204,1955,0.000197475,0.000607152,0.315791,0.000208564,FALSE,NA,NA,NA,NA,NA,NA
2041,15,29141036,30604119,TRUE,274,2362,NA,0.000464055,NA,0.00738984,FALSE,NA,NA,NA,NA,NA,NA
2042,15,30604120,32177320,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2043,15,32177321,33484267,TRUE,360,2280,NA,0.000257952,NA,0.108686,FALSE,NA,NA,NA,NA,NA,NA
2044,15,33484268,34410072,TRUE,404,2667,NA,0.000560063,NA,0.00748684,FALSE,NA,NA,NA,NA,NA,NA
2045,15,34410073,35118927,TRUE,181,1428,NA,0.000707274,NA,1.3246e-05,FALSE,NA,NA,NA,NA,NA,NA
2046,15,35118928,36583327,TRUE,348,2879,0.000423873,0.000456899,0.224652,0.0156116,FALSE,NA,NA,NA,NA,NA,NA
2047,15,36583328,37962915,TRUE,459,2946,NA,0.000499409,NA,0.0195755,FALSE,NA,NA,NA,NA,NA,NA
2048,15,37962916,39238840,TRUE,402,2716,NA,0.00107631,NA,4.35195e-06,FALSE,NA,NA,NA,NA,NA,NA
2049,15,39238841,40604780,TRUE,353,2699,0.00028303,0.00089878,0.304019,3.06775e-05,FALSE,NA,NA,NA,NA,NA,NA
2050,15,40604781,42332685,TRUE,318,2937,NA,0.000731829,NA,0.000271448,FALSE,NA,NA,NA,NA,NA,NA
2051,15,42332686,44987755,TRUE,307,3072,NA,0.000742236,NA,0.000191928,FALSE,NA,NA,NA,NA,NA,NA
2052,15,44987756,46022642,TRUE,168,1755,NA,0.000176396,NA,0.108964,FALSE,NA,NA,NA,NA,NA,NA
2053,15,46022643,46884071,TRUE,167,1684,0.000121436,0.00017414,0.36655,0.111631,FALSE,NA,NA,NA,NA,NA,NA
2054,15,46884072,47693316,TRUE,111,1720,0.000421786,0.000434989,0.0990932,0.000463782,FALSE,NA,NA,NA,NA,NA,NA
2055,15,47693317,49260006,TRUE,251,2215,0.000270741,0.000337958,0.280693,0.0299299,FALSE,NA,NA,NA,NA,NA,NA
2056,15,49260007,50195876,TRUE,105,1881,NA,0.000196116,NA,0.0475933,FALSE,NA,NA,NA,NA,NA,NA
2057,15,50195877,51605477,TRUE,224,3171,NA,0.000466376,NA,0.00390568,FALSE,NA,NA,NA,NA,NA,NA
2058,15,51605478,53263126,TRUE,348,3187,NA,0.000698326,NA,0.000725779,FALSE,NA,NA,NA,NA,NA,NA
2059,15,53263127,54332799,TRUE,306,2998,NA,0.000536728,NA,0.00451565,FALSE,NA,NA,NA,NA,NA,NA
2060,15,54332800,55136717,TRUE,245,2607,0.000166048,0.000464979,0.354127,0.00527599,FALSE,NA,NA,NA,NA,NA,NA
2061,15,55136718,56322588,TRUE,282,3352,NA,0.000847009,NA,1.55581e-05,FALSE,NA,NA,NA,NA,NA,NA
2062,15,56322589,57641164,TRUE,209,2533,NA,0.000581489,NA,0.000404413,FALSE,NA,NA,NA,NA,NA,NA
2063,15,57641165,58712954,TRUE,486,2909,NA,0.000478029,NA,0.0275343,FALSE,NA,NA,NA,NA,NA,NA
2064,15,58712955,59901116,TRUE,324,2245,NA,0.000597204,NA,0.00221918,FALSE,NA,NA,NA,NA,NA,NA
2065,15,59901117,61130595,TRUE,380,2367,0.000657833,8.62412e-05,0.135136,0.335588,FALSE,NA,NA,NA,NA,NA,NA
2066,15,61130596,62106138,TRUE,474,2388,0.000821041,0.00183771,0.109945,7.78399e-12,FALSE,NA,NA,NA,NA,NA,NA
2067,15,62106139,63218978,TRUE,422,2472,0.000133282,0.000836392,0.407275,0.000268027,FALSE,NA,NA,NA,NA,NA,NA
2068,15,63218979,64339945,TRUE,287,2618,0.000173465,0.000803867,0.359304,4.31325e-05,FALSE,NA,NA,NA,NA,NA,NA
2069,15,64339946,66355634,TRUE,339,3235,NA,0.000587929,NA,0.00303296,FALSE,NA,NA,NA,NA,NA,NA
2070,15,66355635,67396520,TRUE,379,2816,NA,0.000221919,NA,0.148181,FALSE,NA,NA,NA,NA,NA,NA
2071,15,67396521,69089815,TRUE,392,3065,NA,0.00026241,NA,0.114422,FALSE,NA,NA,NA,NA,NA,NA
2072,15,69089816,70767983,TRUE,504,3146,NA,0.00104364,NA,4.25476e-05,FALSE,NA,NA,NA,NA,NA,NA
2073,15,70767984,72058129,TRUE,344,2346,0.000339556,0.000442668,0.268743,0.0175933,FALSE,NA,NA,NA,NA,NA,NA
2074,15,72058130,73375718,TRUE,173,1724,NA,0.000856511,NA,2.26257e-07,FALSE,NA,NA,NA,NA,NA,NA
2075,15,73375719,74458113,TRUE,255,2004,0.000642085,0.00028097,0.0968356,0.0588316,FALSE,NA,NA,NA,NA,NA,NA
2076,15,74458114,76401952,TRUE,342,2773,NA,0.000382036,NA,0.0336278,FALSE,NA,NA,NA,NA,NA,NA
2077,15,76401953,77897163,TRUE,169,2348,NA,0.000313804,NA,0.0183102,FALSE,NA,NA,NA,NA,NA,NA
2078,15,77897164,78514101,TRUE,208,1602,0.0005001,0.000644386,0.129298,0.000143053,FALSE,NA,NA,NA,NA,NA,NA
2079,15,78514102,79292536,TRUE,214,1737,0.000369623,0.000744322,0.200655,1.75198e-05,FALSE,NA,NA,NA,NA,NA,NA
2080,15,79292537,79998206,TRUE,237,1732,0.000250981,0.000189843,0.288954,0.130683,FALSE,NA,NA,NA,NA,NA,NA
2081,15,79998207,81077025,TRUE,404,2637,0.000243876,0.000934181,0.338156,4.54581e-05,FALSE,NA,NA,NA,NA,NA,NA
2082,15,81077026,82191077,TRUE,276,1711,4.88932e-05,NA,0.450437,NA,FALSE,NA,NA,NA,NA,NA,NA
2083,15,82191078,84209760,TRUE,329,2505,NA,0.000866127,NA,3.56793e-05,FALSE,NA,NA,NA,NA,NA,NA
2084,15,84209761,85494083,TRUE,254,2198,NA,0.000545641,NA,0.00178478,FALSE,NA,NA,NA,NA,NA,NA
2085,15,85494084,86341598,TRUE,170,2047,NA,0.00042513,NA,0.00317068,FALSE,NA,NA,NA,NA,NA,NA
2086,15,86341599,87158587,TRUE,300,2549,NA,0.000508274,NA,0.00598425,FALSE,NA,NA,NA,NA,NA,NA
2087,15,87158588,88035757,TRUE,308,2346,0.00038374,0.000560248,0.232612,0.0031975,FALSE,NA,NA,NA,NA,NA,NA
2088,15,88035758,89385187,TRUE,467,2405,NA,0.000270548,NA,0.127359,FALSE,NA,NA,NA,NA,NA,NA
2089,15,89385188,90632718,TRUE,400,2431,NA,0.00107262,NA,3.92083e-06,FALSE,NA,NA,NA,NA,NA,NA
2090,15,90632719,91593623,TRUE,259,2183,NA,0.000722549,NA,9.00708e-05,FALSE,NA,NA,NA,NA,NA,NA
2091,15,91593624,92675405,TRUE,432,2447,NA,0.000757459,NA,0.000816916,FALSE,NA,NA,NA,NA,NA,NA
2092,15,92675406,93707010,TRUE,486,2779,0.000125225,0.000740852,0.418076,0.00170301,FALSE,NA,NA,NA,NA,NA,NA
2093,15,93707011,94565521,TRUE,399,2506,0.0011549,0.000249321,0.0327682,0.127019,FALSE,NA,NA,NA,NA,NA,NA
2094,15,94565522,95662425,TRUE,485,2554,NA,0.000162586,NA,0.245078,FALSE,NA,NA,NA,NA,NA,NA
2095,15,95662426,96864278,TRUE,427,2436,NA,0.000763534,NA,0.000754928,FALSE,NA,NA,NA,NA,NA,NA
2096,15,96864279,98025684,TRUE,376,2155,0.000852963,0.000601089,0.077909,0.00354689,FALSE,NA,NA,NA,NA,NA,NA
2097,15,98025685,98828261,TRUE,299,2285,0.000420859,0.000347448,0.209429,0.0370495,FALSE,NA,NA,NA,NA,NA,NA
2098,15,98828262,99925972,TRUE,450,2674,NA,0.000283173,NA,0.112209,FALSE,NA,NA,NA,NA,NA,NA
2099,15,99925973,100742117,TRUE,336,2369,NA,0.000388176,NA,0.0313406,FALSE,NA,NA,NA,NA,NA,NA
2100,15,100742118,101550750,TRUE,351,2393,NA,0.000756138,NA,0.000306707,FALSE,NA,NA,NA,NA,NA,NA
2101,15,101550751,102520975,TRUE,367,1963,0.000189069,0.000496879,0.364845,0.0114615,FALSE,NA,NA,NA,NA,NA,NA
2102,16,60169,1049079,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2103,16,1049080,1996492,TRUE,256,2136,NA,0.000454595,NA,0.00693292,FALSE,NA,NA,NA,NA,NA,NA
2104,16,1996493,3379996,TRUE,359,1834,NA,0.000287834,NA,0.0848061,FALSE,NA,NA,NA,NA,NA,NA
2105,16,3379997,4816145,TRUE,531,2911,NA,0.000533387,NA,0.02033,FALSE,NA,NA,NA,NA,NA,NA
2106,16,4816146,5782968,TRUE,567,2981,NA,0.000423787,NA,0.0546492,FALSE,NA,NA,NA,NA,NA,NA
2107,16,5782969,6446081,TRUE,420,1946,NA,0.000596378,NA,0.00543596,FALSE,NA,NA,NA,NA,NA,NA
2108,16,6446082,7051429,TRUE,409,2557,0.000334919,0.000625733,0.287927,0.00358845,FALSE,NA,NA,NA,NA,NA,NA
2109,16,7051430,7704354,TRUE,433,2787,0.000659271,0.000544004,0.149619,0.0107235,FALSE,NA,NA,NA,NA,NA,NA
2110,16,7704355,8341012,TRUE,337,2563,NA,0.000540164,NA,0.00519867,FALSE,NA,NA,NA,NA,NA,NA
2111,16,8341013,9104469,TRUE,383,2568,NA,0.000355862,NA,0.051735,FALSE,NA,NA,NA,NA,NA,NA
2112,16,9104470,9754796,TRUE,351,1944,NA,0.000105367,NA,0.297309,FALSE,NA,NA,NA,NA,NA,NA
2113,16,9754797,10351808,TRUE,207,1852,0.000408357,0.00061005,0.174594,0.000230653,FALSE,NA,NA,NA,NA,NA,NA
2114,16,10351809,11022542,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
