"locus","chr","start","stop","processed","K","n_snps","h2_MDD_noUKB","h2_BIP_noUKB","p_MDD_noUKB","p_BIP_noUKB","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
1854,12,126871453,127545377,TRUE,233,1879,NA,0.0003183,NA,4.76571e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1855,12,127545378,128372588,TRUE,392,2166,0.000199916,0.000214928,0.157365,0.00695851,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1856,12,128372589,129170296,TRUE,424,2168,0.000357896,0.000369117,0.0447851,3.36483e-05,TRUE,0.192535,0.192535,FALSE,-0.5724,1,0.532223,2,NA
1857,12,129170297,129887418,TRUE,462,2273,NA,0.000175397,NA,0.0298928,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1858,12,129887419,130629840,TRUE,418,2123,6.10722e-05,0.000176403,0.374559,0.0262652,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1859,12,130629841,131404042,TRUE,421,2363,NA,0.000226664,NA,0.00567944,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1860,12,131404043,132012316,TRUE,251,1827,0.000303947,0.000301736,0.0326856,2.37637e-05,TRUE,0.0025815,0.0025815,FALSE,-0.856,0.68097,0.993168,2,NA
1861,12,132012317,132957945,TRUE,330,1883,0.000430104,0.000358059,0.0128192,1.04644e-05,TRUE,-0.413232,-0.413232,FALSE,-1,0.11612,0.120116,2,NA
1862,12,132957946,133841814,TRUE,231,2074,0.000474898,5.16459e-06,0.00206031,0.456016,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1863,13,19020095,19648628,TRUE,106,1080,0.000295873,0.000135093,0.00473056,0.00260564,TRUE,-0.477036,-0.477036,FALSE,-1,0.16103,0.136859,2,NA
1864,13,19648629,20491181,TRUE,143,2545,NA,4.88819e-05,NA,0.161241,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1865,13,20491182,21540733,TRUE,336,2468,NA,0.000211122,NA,0.00486368,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1866,13,21540734,22795188,TRUE,516,3011,NA,0.000235057,NA,0.00803119,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1867,13,22795189,23729049,TRUE,467,3069,0.000234996,7.45916e-05,0.138715,0.199495,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1868,13,23729050,24818333,TRUE,480,3579,NA,0.000204807,NA,0.0143188,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1869,13,24818334,25977140,TRUE,346,3094,0.000404141,0.000113873,0.0181442,0.0724562,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1870,13,25977141,26681709,TRUE,211,1851,0.000242232,0.000188592,0.0526094,0.00184862,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1871,13,26681710,27392005,TRUE,202,1879,0.000179188,0.000115787,0.107393,0.0326859,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1872,13,27392006,28587125,TRUE,470,3353,0.000417477,0.000189147,0.0304961,0.0206481,TRUE,0.565453,0.565453,FALSE,-0.28808,1,0.153672,2,NA
1873,13,28587126,30068525,TRUE,454,3293,2.87022e-05,0.000430805,0.437904,4.24059e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1874,13,30068526,31433218,TRUE,512,3530,0.000159694,0.000527317,0.236744,1.71868e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1875,13,31433219,32986686,TRUE,455,3458,NA,0.000386283,NA,2.70256e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1876,13,32986687,34722391,TRUE,418,3220,NA,0.000472623,NA,2.84187e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1877,13,34722392,35744568,TRUE,270,2088,0.000257167,0.00019447,0.0638296,0.00417675,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1878,13,35744569,36579413,TRUE,247,2043,NA,0.000135999,NA,0.0223686,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1879,13,36579414,37499810,TRUE,228,1893,NA,0.000170885,NA,0.00521276,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1880,13,37499811,38290689,TRUE,156,2057,0.000266986,8.56431e-05,0.0214238,0.0553834,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1881,13,38290690,39381743,TRUE,240,2163,0.000546727,0.000316541,0.000587963,5.72196e-06,TRUE,0.162981,0.162981,FALSE,-0.33625,0.63084,0.469834,2,NA
1882,13,39381744,40091623,TRUE,192,2179,2.25775e-05,6.83205e-05,0.422071,0.116638,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1883,13,40091624,41003943,TRUE,355,2106,0.000270069,0.000415536,0.0793034,1.01607e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1884,13,41003944,42037054,TRUE,230,1668,0.000139825,0.000328862,0.177558,3.64839e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1885,13,42037055,42950157,TRUE,226,2091,0.00011137,0.000200676,0.225715,0.00201396,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1886,13,42950158,43931931,TRUE,311,2050,0.000281264,0.000105101,0.060357,0.0808112,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1887,13,43931932,45476446,TRUE,383,3021,6.6658e-05,0.000548321,0.359152,2.30996e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1888,13,45476447,46493236,TRUE,269,1962,NA,0.000105053,NA,0.0653878,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1889,13,46493237,47433528,TRUE,232,1850,6.88494e-05,0.000163566,0.3173,0.00791726,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1890,13,47433529,48137479,TRUE,214,1923,0.000338474,0.000208596,0.0140399,0.00119949,TRUE,0.218021,0.218021,FALSE,-0.55612,1,0.492166,2,NA
1891,13,48137480,49381727,TRUE,225,2752,0.000361408,0.000196465,0.0118286,0.00221372,TRUE,-0.0879416,-0.0879416,FALSE,-1,0.61679,0.784924,2,NA
1892,13,49381728,50419896,TRUE,237,2186,NA,0.000343989,NA,1.51748e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1893,13,50419897,51554236,TRUE,255,2151,NA,0.00037183,NA,6.12324e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1894,13,51554237,53336571,TRUE,366,2929,4.81808e-05,0.000316881,0.391858,0.000115333,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1895,13,53336572,54684856,TRUE,327,2931,0.000351717,0.000385279,0.0297244,1.91354e-06,TRUE,0.449447,0.449447,FALSE,-0.13013,1,0.106855,2,NA
1896,13,54684857,55576912,TRUE,177,1935,0.000233738,0.000266233,0.0451667,1.38548e-05,TRUE,-0.170298,-0.170298,FALSE,-1,0.48254,0.591825,2,NA
1897,13,55576913,56434007,TRUE,100,1859,5.66428e-05,4.08663e-05,0.274704,0.15706,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1898,13,56434008,58245843,TRUE,197,2608,0.000181911,0.000117559,0.101149,0.0271376,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1899,13,58245844,59751795,TRUE,207,3150,0.000347837,0.0002275,0.0110247,0.000257409,TRUE,0.68234,0.68234,FALSE,0.13844,1,0.0214152,2,NA
1900,13,59751796,61268155,TRUE,322,3374,0.000645831,0.00019177,0.000420645,0.00704321,TRUE,0.415092,0.415092,FALSE,-0.16693,1,0.143399,2,NA
1901,13,61268156,62135827,TRUE,193,2555,NA,0.000100625,NA,0.0467878,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1902,13,62135828,63206535,TRUE,153,2951,NA,0.000114336,NA,0.0177816,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1903,13,63206536,63973941,TRUE,142,1825,NA,7.7649e-05,NA,0.0632606,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1904,13,63973942,65187138,TRUE,179,3626,0.000147235,0.00016404,0.136538,0.00331951,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1905,13,65187139,66382286,TRUE,215,2122,NA,0.000134608,NA,0.0167107,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1906,13,66382287,67718879,TRUE,288,2581,NA,0.000351491,NA,4.94738e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1907,13,67718880,69004702,TRUE,255,2464,NA,0.000171067,NA,0.00769937,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1908,13,69004703,69751491,TRUE,138,2461,4.42615e-05,7.95412e-05,0.340137,0.0563182,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1909,13,69751492,70427880,TRUE,134,1924,0.000196486,0.000122425,0.0507557,0.00851164,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1910,13,70427881,71010208,TRUE,187,1856,0.000209246,0.000146356,0.0673993,0.007559,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1911,13,71010209,71976862,TRUE,343,2594,NA,0.000258472,NA,0.000893661,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1912,13,71976863,73114509,TRUE,337,2250,NA,0.00014682,NA,0.0317718,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1913,13,73114510,74437635,TRUE,408,3214,NA,0.000431116,NA,2.14265e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1914,13,74437636,75882384,TRUE,442,3416,0.000602543,0.00025356,0.00323917,0.00298953,TRUE,-0.0978481,-0.0978481,FALSE,-0.9562,0.51028,0.735691,2,NA
1915,13,75882385,76671493,TRUE,213,2031,0.000342709,0.000116716,0.0129942,0.0306917,TRUE,0.63447,0.63447,FALSE,-0.14077,1,0.107563,2,NA
1916,13,76671494,77460044,TRUE,263,2006,6.44926e-05,0.000309272,0.336181,1.74134e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1917,13,77460045,78693310,TRUE,193,2653,NA,0.000272205,NA,1.75892e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1918,13,78693311,79489045,TRUE,216,1910,NA,0.000143197,NA,0.01347,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1919,13,79489046,80778339,TRUE,292,2338,1.78025e-05,0.000241761,0.44765,0.000784286,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1920,13,80778340,81724089,TRUE,194,2212,0.00020063,0.00011187,0.0798861,0.0363226,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1921,13,81724090,82582821,TRUE,169,2087,7.51417e-05,0.000170686,0.27301,0.00180151,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1922,13,82582822,83829835,TRUE,160,2784,NA,0.000189908,NA,0.000481965,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1923,13,83829836,85035400,TRUE,245,2509,0.000324722,0.00021141,0.0242024,0.00149903,TRUE,0.0797082,0.0797082,FALSE,-0.84547,0.86266,0.811933,2,NA
1924,13,85035401,85650680,TRUE,118,1874,NA,0.000102066,NA,0.0169886,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1925,13,85650681,86321288,TRUE,136,1799,0.000324063,4.05364e-05,0.00533089,0.200843,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1926,13,86321289,87043588,TRUE,105,1987,5.73752e-05,6.27849e-05,0.276693,0.076675,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1927,13,87043589,88029523,TRUE,121,2114,2.84355e-05,5.13427e-05,0.382616,0.130061,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1928,13,88029524,88968400,TRUE,188,1915,NA,0.000211493,NA,0.000409048,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1929,13,88968401,89764426,TRUE,98,2002,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,0,"MDD_noUKB,BIP_noUKB"
1930,13,89764427,90518147,TRUE,155,1874,NA,4.79649e-05,NA,0.177832,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1931,13,90518148,91764204,TRUE,311,3202,NA,0.000166291,NA,0.0147685,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1932,13,91764205,93285142,TRUE,376,3282,0.000280527,7.2085e-05,0.0773165,0.182294,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1933,13,93285143,94925136,TRUE,425,3597,0.00013574,0.000419631,0.250802,3.7797e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1934,13,94925137,96132647,TRUE,482,3469,0.000643631,0.000340778,0.00264025,0.000234923,TRUE,-0.0898567,-0.0898567,FALSE,-0.82066,0.429,0.725629,2,NA
1935,13,96132648,97516609,TRUE,221,2474,NA,0.000135676,NA,0.0182782,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1936,13,97516610,98527335,TRUE,250,1829,0.000221083,0.00034134,0.0861625,3.30874e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1937,13,98527336,99402294,TRUE,388,2172,0.000537218,0.000260546,0.00484502,0.00143951,TRUE,-0.133559,-0.133559,FALSE,-1,0.45779,0.642702,2,NA
1938,13,99402295,100470868,TRUE,243,2621,NA,0.000274879,NA,6.97828e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1939,13,100470869,101573736,TRUE,343,2190,0.000652846,0.000119384,0.000529764,0.0646197,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1940,13,101573737,103050417,TRUE,513,3498,0.000388182,0.000737489,0.0468176,3.65672e-12,TRUE,0.0521024,0.0521024,FALSE,-0.59195,0.60797,0.83108,2,NA
1941,13,103050418,104378435,TRUE,435,3530,NA,0.000404384,NA,8.53043e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1942,13,104378436,105672500,TRUE,401,3019,NA,7.36883e-06,NA,0.455322,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1943,13,105672501,106313847,TRUE,243,1684,NA,0.000178133,NA,0.00491033,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1944,13,106313848,107037864,TRUE,302,1880,8.83304e-05,0.00024908,0.298853,0.000855449,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1945,13,107037865,108521978,TRUE,612,3423,0.000222668,0.000355696,0.183213,0.000562297,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1946,13,108521979,109156765,TRUE,251,1765,0.00023868,0.000312104,0.0702981,1.03708e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1947,13,109156766,109813576,TRUE,256,1931,NA,0.000274537,NA,7.48573e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1948,13,109813577,110995432,TRUE,546,3423,0.000298165,0.000605708,0.102969,1.04615e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1949,13,110995433,111621244,TRUE,350,1881,0.000518648,0.000324565,0.00426938,6.25487e-05,TRUE,0.0135601,0.0135601,FALSE,-0.65029,0.55758,0.957872,2,NA
1950,13,111621245,112319064,TRUE,328,2152,0.000143415,0.000287734,0.211471,0.000211908,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1951,13,112319065,113573118,TRUE,484,2814,0.0001577,0.000164248,0.234416,0.0408779,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1952,13,113573119,114302561,TRUE,296,1740,0.000140008,0.000427912,0.204976,9.36759e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1953,13,114302562,115109851,TRUE,186,1560,0.000228653,0.000107266,0.052714,0.0347345,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1954,14,19000059,20876080,TRUE,209,1548,0.000305717,6.11129e-05,0.0221432,0.157521,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1955,14,20876081,21982654,TRUE,592,2605,NA,0.000194924,NA,0.0295106,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1956,14,21982655,22760700,TRUE,280,2796,0.000423583,0.000197552,0.00852854,0.00401117,TRUE,0.100864,0.100864,FALSE,-0.78162,0.85425,0.752867,2,NA
1957,14,22760701,23985936,TRUE,533,2745,0.000230525,0.000276726,0.159284,0.00288494,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1958,14,23985937,24906056,TRUE,308,1795,0.000187849,0.000285708,0.142893,0.000162487,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1959,14,24906057,25585041,TRUE,179,1866,0.000245748,7.45267e-05,0.0384538,0.091817,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1960,14,25585042,26395690,TRUE,217,1791,0.000465311,0.000118344,0.00181409,0.0305452,TRUE,0.313834,0.313834,FALSE,-0.51903,1,0.367838,2,NA
1961,14,26395691,27720240,TRUE,349,2505,NA,0.000198859,NA,0.00704776,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1962,14,27720241,29029224,TRUE,275,3263,NA,2.80712e-05,NA,0.33285,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1963,14,29029225,30831154,TRUE,465,2949,0.000404361,0.000757478,0.0338657,3.16605e-13,TRUE,0.747319,0.747319,FALSE,0.32855,1,0.00130772,2,NA
1964,14,30831155,32382245,TRUE,280,2790,5.12543e-05,7.17013e-05,0.369849,0.150595,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1965,14,32382246,33591113,TRUE,500,2648,0.000507652,0.000406775,0.014068,2.2828e-05,TRUE,-0.0268111,-0.0268111,FALSE,-0.79059,0.55238,0.920059,2,NA
1966,14,33591114,34695195,TRUE,670,2693,NA,0.000434667,NA,7.7067e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1967,14,34695196,35379988,TRUE,181,1759,NA,0.000128131,NA,0.0147468,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1968,14,35379989,36422077,TRUE,178,2025,NA,0.000204334,NA,0.000408812,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1969,14,36422078,37282012,TRUE,247,1829,9.81041e-05,0.000159644,0.25977,0.00998267,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1970,14,37282013,38722114,TRUE,295,2725,0.00033418,6.75088e-05,0.0307771,0.176708,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1971,14,38722115,40343754,TRUE,277,3229,NA,0.000163763,NA,0.0121656,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1972,14,40343755,40965849,TRUE,100,1963,0.000102365,8.26313e-05,0.153086,0.0316291,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1973,14,40965850,41614833,TRUE,82,2055,0.000147497,6.01968e-05,0.0592501,0.0603736,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1974,14,41614834,42562550,TRUE,135,2060,0.000448688,0.000171645,0.000366448,0.00143371,TRUE,0.0954662,0.0954662,FALSE,-0.59351,0.69044,0.727232,2,NA
1975,14,42562551,43321168,TRUE,150,1989,0.000267144,0.00022148,0.0195995,6.39109e-05,TRUE,0.201844,0.201844,FALSE,-0.51325,0.99063,0.506374,2,NA
1976,14,43321169,44623273,TRUE,248,3429,NA,0.000438507,NA,4.83381e-09,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1977,14,44623274,45817082,TRUE,250,2448,0.000134304,4.21781e-05,0.195582,0.256344,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1978,14,45817083,46748238,TRUE,133,1694,NA,6.53317e-05,NA,0.0878892,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1979,14,46748239,48177483,TRUE,246,3115,NA,0.000126645,NA,0.029091,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1980,14,48177484,49002065,TRUE,179,2416,NA,0.000308724,NA,1.0161e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1981,14,49002066,50500564,TRUE,378,3069,0.000315176,0.000113095,0.0561895,0.083034,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1982,14,50500565,51418371,TRUE,246,1868,0.000491497,0.000301556,0.00180911,1.59521e-05,TRUE,-0.0591344,-0.0591344,FALSE,-0.69272,0.43851,0.806589,2,NA
1983,14,51418372,52206122,TRUE,300,2067,NA,0.000355396,NA,5.46424e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1984,14,52206123,52760553,TRUE,220,1726,0.000245089,0.000165571,0.0545946,0.00653634,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1985,14,52760554,54359598,TRUE,379,3173,0.000347144,0.00075489,0.0412733,4.98015e-15,TRUE,0.455143,0.455143,FALSE,0.00152,1,0.0520711,2,NA
1986,14,54359599,55292832,TRUE,272,1768,NA,0.000175736,NA,0.00751014,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1987,14,55292833,56206430,TRUE,123,1915,NA,8.78832e-05,NA,0.0352105,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1988,14,56206431,57460781,TRUE,435,3114,0.000489599,8.02731e-05,0.0121096,0.1774,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1989,14,57460782,58447798,TRUE,258,2139,NA,0.000715343,NA,3.92252e-17,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1990,14,58447799,59447537,TRUE,307,1953,0.000148103,0.000379398,0.196474,1.57056e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1991,14,59447538,60099482,TRUE,156,1935,8.48296e-05,0.000126283,0.241939,0.0109879,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1992,14,60099483,61652816,TRUE,200,2197,0.000117081,0.000260682,0.202112,4.82012e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1993,14,61652817,62717985,TRUE,383,2417,0.000311188,0.000111782,0.0617021,0.0970922,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1994,14,62717986,64033237,TRUE,343,3186,0.00017217,0.000425805,0.175995,7.15233e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1995,14,64033238,65229391,TRUE,210,2314,0.00032652,0.000235464,0.0162717,0.000204269,TRUE,0.157668,0.157668,FALSE,-0.60857,0.89423,0.601505,2,NA
1996,14,65229392,66300066,TRUE,248,2533,NA,0.000570983,NA,9.90102e-13,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1997,14,66300067,67891839,TRUE,159,3695,NA,0.000140425,NA,0.00641515,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
1998,14,67891840,68976912,TRUE,247,1960,0.000186418,0.000277357,0.122023,8.80501e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1999,14,68976913,69794542,TRUE,314,2001,0.000432201,0.000347775,0.00993923,8.76467e-06,TRUE,-0.302069,-0.302069,FALSE,-1,0.21242,0.246384,2,NA
2000,14,69794543,71140426,TRUE,334,3198,4.53685e-05,0.000319382,0.392552,5.61826e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2001,14,71140427,72665319,TRUE,301,3212,NA,0.000373082,NA,2.7572e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
2002,14,72665320,73373373,TRUE,276,1840,NA,0.000817913,NA,3.85652e-20,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
2003,14,73373374,74245428,TRUE,167,1781,0.000185738,0.000239331,0.0800337,4.86274e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2004,14,74245429,75699501,TRUE,286,2813,0.00039637,0.000320247,0.0128693,2.54596e-05,TRUE,0.080608,0.080608,FALSE,-0.63525,0.67626,0.768529,2,NA
2005,14,75699502,76694201,TRUE,326,2053,1.55937e-05,0.000439312,0.455456,1.69217e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2006,14,76694202,77425453,TRUE,335,1827,0.000389912,0.000462384,0.0204889,9.95281e-08,TRUE,0.210802,0.210802,FALSE,-0.37362,0.86177,0.409189,2,NA
2007,14,77425454,78374053,TRUE,282,2715,NA,0.000314948,NA,2.17113e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
2008,14,78374054,79199451,TRUE,296,2059,NA,0.000665962,NA,1.7229e-14,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
2009,14,79199452,81001920,TRUE,492,3461,0.000578198,0.000433047,0.00642894,1.07889e-05,TRUE,-0.483377,-0.483377,FALSE,-1,-0.00428,0.0512898,2,NA
2010,14,81001921,82524785,TRUE,379,3483,4.82379e-05,0.000501673,0.39321,1.69617e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2011,14,82524786,84087372,TRUE,418,3624,0.00025077,0.000418522,0.111115,2.8528e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2012,14,84087373,85562936,TRUE,325,3497,NA,0.000284658,NA,0.000277237,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
2013,14,85562937,86653343,TRUE,294,2608,NA,0.000214512,NA,0.00281031,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
2014,14,86653344,87350275,TRUE,181,1788,0.00023007,NA,0.0490041,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP_noUKB"
2015,14,87350276,88208595,TRUE,188,1984,NA,0.000188229,NA,0.00133465,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
2016,14,88208596,89482883,TRUE,287,2897,NA,0.000299944,NA,5.495e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
2017,14,89482884,90662836,TRUE,436,2589,NA,0.000387797,NA,2.24084e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
2018,14,90662837,92101228,TRUE,415,3119,0.000321045,0.000483047,0.0613035,1.7507e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2019,14,92101229,93386328,TRUE,472,3314,NA,0.000492994,NA,4.19593e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
2020,14,93386329,94892240,TRUE,496,3700,0.000323033,0.000436142,0.0766894,7.26042e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2021,14,94892241,95946792,TRUE,584,3367,0.000546427,6.31138e-05,0.0142277,0.260452,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2022,14,95946793,97174314,TRUE,485,3397,NA,0.000201255,NA,0.0172852,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
2023,14,97174315,98268391,TRUE,396,2471,NA,0.000525147,NA,1.11186e-08,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
2024,14,98268392,98885322,TRUE,219,2018,9.46595e-05,0.000277227,0.254622,2.63399e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2025,14,98885323,99474533,TRUE,250,1926,0.000196774,0.000305958,0.110305,2.68162e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2026,14,99474534,100786189,TRUE,507,2832,0.000309179,0.000422375,0.0872206,1.45569e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2027,14,100786190,102004377,TRUE,565,2721,0.000256148,0.000215794,0.141093,0.0171526,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2028,14,102004378,103617472,TRUE,366,3289,0.000587895,0.000485978,0.00201091,7.49281e-08,TRUE,0.518818,0.518818,FALSE,0.11106,1,0.0157988,2,NA
