"locus","chr","start","stop","processed","K","n_snps","h2_AN","h2_ASD","p_AN","p_ASD","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
1900,13,59751796,61268155,TRUE,257,3338,0.0010803,NA,0.00100524,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1901,13,61268156,62135827,TRUE,168,2659,0.000525576,NA,0.0266337,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1902,13,62135828,63206535,TRUE,139,2981,0.000932244,NA,0.000254502,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1903,13,63206536,63973941,TRUE,113,1798,0.00114781,0.000531525,5.75619e-06,0.0573751,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1904,13,63973942,65187138,TRUE,108,3484,0.00101469,1.66978e-05,2.90353e-05,0.46101,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1905,13,65187139,66382286,TRUE,174,2060,7.04868e-06,NA,0.475337,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1906,13,66382287,67718879,TRUE,251,2594,0.000512151,0.000690901,0.058395,0.0803109,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1907,13,67718880,69004702,TRUE,196,2392,0.00124288,0.000525757,6.01786e-05,0.111778,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1908,13,69004703,69751491,TRUE,128,2524,0.000851469,NA,0.000359825,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1909,13,69751492,70427880,TRUE,127,2001,0.00201116,0.000306228,2.57341e-12,0.183761,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1910,13,70427881,71010208,TRUE,178,1951,0.00105446,0.00106812,0.000186828,0.00712865,TRUE,0.203001,0.203001,FALSE,-0.43485,0.88257,0.476134,2,NA
1911,13,71010209,71976862,TRUE,277,2515,0.00146954,0.000528234,4.38002e-05,0.149245,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1912,13,71976863,73114509,TRUE,224,2077,0.00049849,NA,0.057923,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1913,13,73114510,74437635,TRUE,350,3136,0.00104926,NA,0.00380949,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1914,13,74437636,75882384,TRUE,337,3296,0.00115179,0.00116309,0.00171354,0.0226101,TRUE,0.402089,0.402089,FALSE,-0.3503,1,0.221423,2,NA
1915,13,75882385,76671493,TRUE,192,2087,0.00165004,NA,1.23722e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1916,13,76671494,77460044,TRUE,239,2052,0.0014352,0.000211815,1.57917e-05,0.317921,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1917,13,77460045,78693310,TRUE,157,2575,0.00017267,0.000606005,0.238151,0.0621095,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1918,13,78693311,79489045,TRUE,178,1889,0.000803287,0.000433675,0.00303789,0.143863,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1919,13,79489046,80778339,TRUE,234,2340,0.000450002,NA,0.0759992,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1920,13,80778340,81724089,TRUE,147,2171,0.000697883,0.000289959,0.00437364,0.211876,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1921,13,81724090,82582821,TRUE,147,2112,0.000307962,0.000582989,0.104194,0.063296,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1922,13,82582822,83829835,TRUE,129,2784,0.00080657,NA,0.000819324,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1923,13,83829836,85035400,TRUE,189,2423,0.00155605,NA,1.01145e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1924,13,85035401,85650680,TRUE,102,1906,0.000269442,0.000361948,0.0937507,0.122581,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1925,13,85650681,86321288,TRUE,123,1848,0.000261934,NA,0.121355,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1926,13,86321289,87043588,TRUE,96,2149,0.00069334,0.000156065,0.000851246,0.288632,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1927,13,87043589,88029523,TRUE,94,2118,0.000590326,0.000618409,0.00316461,0.0251244,TRUE,0.416778,0.416778,FALSE,-0.40114,1,0.260762,2,NA
1928,13,88029524,88968400,TRUE,144,1873,0.000780996,NA,0.00169355,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1929,13,88968401,89764426,TRUE,82,2015,0.000197923,NA,0.141073,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1930,13,89764427,90518147,TRUE,130,1816,0.00060425,0.000234071,0.0081786,0.243153,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1931,13,90518148,91764204,TRUE,262,3235,0.000671894,0.000339878,0.0246099,0.240699,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1932,13,91764205,93285142,TRUE,248,3033,0.00202019,0.000694878,4.41726e-08,0.0780313,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1933,13,93285143,94925136,TRUE,338,3547,0.0024613,0.00063182,2.69642e-09,0.131042,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1934,13,94925137,96132647,TRUE,414,3437,0.000664086,0.00020608,0.0559969,0.362188,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1935,13,96132648,97516609,TRUE,158,2433,0.000155925,0.00013355,0.257734,0.351526,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1936,13,97516610,98527335,TRUE,165,1665,0.00092624,NA,0.000654609,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1937,13,98527336,99402294,TRUE,315,2103,0.000497146,NA,0.0894331,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1938,13,99402295,100470868,TRUE,212,2664,0.000512689,0.00033683,0.0428021,0.219834,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1939,13,100470869,101573736,TRUE,267,2133,0.0014184,0.000520558,5.76297e-05,0.148391,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1940,13,101573737,103050417,TRUE,454,3561,0.00181769,NA,3.81907e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1941,13,103050418,104378435,TRUE,362,3372,0.00156255,NA,0.00010689,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1942,13,104378436,105672500,TRUE,299,2813,0.000444732,NA,0.10988,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1943,13,105672501,106313847,TRUE,180,1567,0.000481922,0.000385854,0.0459591,0.171501,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1944,13,106313848,107037864,TRUE,237,1780,0.000977068,NA,0.00220489,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1945,13,107037865,108521978,TRUE,466,3226,0.00108117,0.00135502,0.00940792,0.0229886,TRUE,0.0182084,0.0182084,FALSE,-1,0.90572,0.959621,2,NA
1946,13,108521979,109156765,TRUE,188,1626,0.00097676,0.000391203,0.000835466,0.173335,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1947,13,109156766,109813576,TRUE,203,1912,0.000779658,NA,0.0053381,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1948,13,109813577,110995432,TRUE,399,3210,0.000253698,0.000428885,0.263718,0.236956,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1949,13,110995433,111621244,TRUE,287,1835,0.000320341,NA,0.173245,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1950,13,111621245,112319064,TRUE,302,2166,0.000131112,NA,0.344641,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1951,13,112319065,113573118,TRUE,353,2633,0.00176232,NA,1.94482e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1952,13,113573119,114302561,TRUE,203,1619,0.00122797,0.000223683,0.000116667,0.294912,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1953,13,114302562,115109851,TRUE,130,1358,0.000464602,2.7626e-05,0.037222,0.452052,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1954,14,19000059,20876080,TRUE,160,1534,4.96452e-05,NA,0.409793,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1955,14,20876081,21982654,TRUE,433,2322,0.00166409,NA,0.000210649,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1956,14,21982655,22760700,TRUE,226,2766,0.00141922,0.000144871,1.77379e-05,0.365391,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1957,14,22760701,23985936,TRUE,411,2635,0.00174351,6.73108e-05,6.11157e-05,0.447576,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1958,14,23985937,24906056,TRUE,234,1518,0.000887801,0.000115197,0.00426493,0.391371,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1959,14,24906057,25585041,TRUE,158,1930,0.000146154,0.000205156,0.269497,0.287066,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1960,14,25585042,26395690,TRUE,137,1717,9.91504e-05,NA,0.328229,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1961,14,26395691,27720240,TRUE,255,2457,0.000813921,NA,0.00925558,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1962,14,27720241,29029224,TRUE,197,3198,0.00110563,NA,0.000222441,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1963,14,29029225,30831154,TRUE,358,2733,0.00239539,0.000675858,3.64778e-08,0.122279,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1964,14,30831155,32382245,TRUE,186,2674,0.000610655,0.000478579,0.021092,0.126719,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1965,14,32382246,33591113,TRUE,402,2621,0.00345678,0.000550333,2.86586e-13,0.182708,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1966,14,33591114,34695195,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1967,14,34695196,35379988,TRUE,139,1743,0.000451672,0.000287208,0.0358918,0.207782,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1968,14,35379989,36422077,TRUE,143,2057,0.0012471,0.000500794,4.01288e-06,0.089454,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1969,14,36422078,37282012,TRUE,166,1827,0.00105908,0.000734783,0.000137288,0.0365743,TRUE,0.394765,0.394765,FALSE,-0.34281,1,0.231133,2,NA
1970,14,37282013,38722114,TRUE,190,2468,0.000366696,NA,0.100213,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1971,14,38722115,40343754,TRUE,247,3427,NA,6.52453e-06,NA,0.482612,FALSE,NA,NA,NA,NA,NA,NA,1,"AN"
1972,14,40343755,40965849,TRUE,84,1847,0.000473321,0.000153048,0.00890155,0.279681,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1973,14,40965850,41614833,TRUE,59,2147,0.000322321,0.000403762,0.0271585,0.0516736,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1974,14,41614834,42562550,TRUE,112,2094,0.000314024,NA,0.0766456,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1975,14,42562551,43321168,TRUE,103,1804,0.000671259,NA,0.00192744,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1976,14,43321169,44623273,TRUE,191,3411,0.000668921,NA,0.0116891,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1977,14,44623274,45817082,TRUE,185,2442,9.04121e-05,NA,0.360455,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1978,14,45817083,46748238,TRUE,68,1662,0.000205151,5.6775e-05,0.114478,0.389801,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1979,14,46748239,48177483,TRUE,197,3153,0.000794807,0.00104155,0.00438686,0.010928,TRUE,-0.395734,-0.395734,FALSE,-1,0.30547,0.236319,2,NA
1980,14,48177484,49002065,TRUE,155,2514,0.000259199,NA,0.145717,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1981,14,49002066,50500564,TRUE,284,2921,0.00105799,NA,0.00173545,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1982,14,50500565,51418371,TRUE,185,1818,0.000317837,NA,0.123215,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1983,14,51418372,52206122,TRUE,282,2084,0.000744405,NA,0.0168018,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1984,14,52206123,52760553,TRUE,196,1774,0.00094207,0.000475647,0.00100354,0.1339,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1985,14,52760554,54359598,TRUE,288,3056,0.00162099,0.000434031,9.67678e-06,0.198381,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1986,14,54359599,55292832,TRUE,200,1689,0.00142773,NA,5.99621e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1987,14,55292833,56206430,TRUE,81,1895,0.000246506,NA,0.0884966,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1988,14,56206431,57460781,TRUE,348,3072,0.000304511,NA,0.206766,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1989,14,57460782,58447798,TRUE,193,2117,0.000416386,NA,0.0772987,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1990,14,58447799,59447537,TRUE,262,1922,0.000835745,0.0005536,0.00754731,0.132263,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1991,14,59447538,60099482,TRUE,143,2014,0.000512736,NA,0.0201896,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1992,14,60099483,61652816,TRUE,113,2028,0.000505702,NA,0.0152881,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1993,14,61652817,62717985,TRUE,311,2296,0.0025353,NA,6.21849e-10,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1994,14,62717986,64033237,TRUE,274,3215,0.00117688,NA,0.000502442,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1995,14,64033238,65229391,TRUE,158,2178,0.000696669,NA,0.00555476,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1996,14,65229392,66300066,TRUE,211,2538,0.00138583,NA,1.25089e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
1997,14,66300067,67891839,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1998,14,67891840,68976912,TRUE,196,1798,0.00114169,0.000311584,0.000148243,0.227857,FALSE,NA,NA,NA,NA,NA,NA,2,NA
1999,14,68976913,69794542,TRUE,290,1999,0.000922063,NA,0.00512892,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2000,14,69794543,71140426,TRUE,265,3143,0.000940162,0.000328198,0.0034211,0.249028,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2001,14,71140427,72665319,TRUE,250,3112,0.000291638,0.000308116,0.178392,0.255668,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2002,14,72665320,73373373,TRUE,223,1771,0.000131126,NA,0.323228,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2003,14,73373374,74245428,TRUE,149,1769,0.000387395,NA,0.0640525,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2004,14,74245429,75699501,TRUE,211,2723,0.00164973,NA,7.35037e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2005,14,75699502,76694201,TRUE,245,1898,0.000658398,NA,0.0249463,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2006,14,76694202,77425453,TRUE,261,1744,0.00144115,0.00044555,5.19792e-05,0.181294,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2007,14,77425454,78374053,TRUE,265,2756,0.000135981,0.000940407,0.328322,0.0337272,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2008,14,78374054,79199451,TRUE,252,2021,0.000410262,0.000137384,0.0996584,0.377916,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2009,14,79199452,81001920,TRUE,381,3320,0.00240919,0.000313881,3.5192e-08,0.292981,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2010,14,81001921,82524785,TRUE,315,3435,0.00220421,NA,2.87016e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2011,14,82524786,84087372,TRUE,374,3607,0.00188219,NA,5.82138e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2012,14,84087373,85562936,TRUE,287,3441,0.00114738,NA,0.000821494,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2013,14,85562937,86653343,TRUE,243,2555,0.00131449,NA,7.29351e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2014,14,86653344,87350275,TRUE,155,1838,0.000645428,NA,0.00821317,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2015,14,87350276,88208595,TRUE,116,1878,0.000437506,NA,0.0321437,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2016,14,88208596,89482883,TRUE,199,2771,0.000517964,NA,0.0397629,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2017,14,89482884,90662836,TRUE,287,2282,0.00177774,NA,2.63682e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2018,14,90662837,92101228,TRUE,303,3017,0.00184761,NA,1.55305e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2019,14,92101229,93386328,TRUE,406,3290,0.0019083,NA,1.03384e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2020,14,93386329,94892240,TRUE,427,3596,0.00197545,0.00186285,7.05433e-06,0.00252867,TRUE,-0.0262685,-0.0262685,FALSE,-0.62118,0.44748,0.91018,2,NA
2021,14,94892241,95946792,TRUE,495,3226,0.00369931,0.00016283,7.88868e-13,0.397488,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2022,14,95946793,97174314,TRUE,357,3053,0.00149643,NA,0.000198041,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2023,14,97174315,98268391,TRUE,266,2180,0.00107981,NA,0.00152177,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2024,14,98268392,98885322,TRUE,174,1958,0.000204686,NA,0.214797,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2025,14,98885323,99474533,TRUE,189,1803,0.000278818,NA,0.160797,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2026,14,99474534,100786189,TRUE,368,2582,0.00261812,NA,3.62708e-09,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2027,14,100786190,102004377,TRUE,389,2352,0.00209821,NA,2.7482e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2028,14,102004378,103617472,TRUE,270,3186,0.00129878,NA,0.000231798,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2029,14,103617473,104439106,TRUE,135,1943,0.00050573,NA,0.0231107,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2030,14,104439107,105091340,TRUE,154,1354,0.000974645,0.00019848,0.00100735,0.290472,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2031,14,105091341,106347143,TRUE,105,1339,0.000720467,NA,0.00299152,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2032,14,106347144,106876548,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2033,14,106876549,107289435,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2034,15,20000205,22799926,TRUE,5,35,5.21768e-05,NA,0.144815,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2035,15,22799927,24099946,TRUE,141,929,0.000717426,0.000295709,0.00912069,0.203055,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2036,15,24099947,24531187,TRUE,67,1361,0.000155047,NA,0.186515,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2037,15,24531188,25384327,TRUE,115,2045,0.00109698,0.000624009,6.7863e-05,0.035043,TRUE,-0.746168,-0.746168,FALSE,-1,-0.12829,0.0242457,2,NA
2038,15,25384328,26392947,TRUE,321,2293,0.0014329,0.000150057,0.000345029,0.38253,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2039,15,26392948,27563172,TRUE,283,2166,0.000365452,NA,0.151016,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2040,15,27563173,29141035,TRUE,163,1735,0.000671684,0.000341903,0.0118585,0.187359,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2041,15,29141036,30604119,TRUE,199,2270,0.00196652,NA,1.19065e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2042,15,30604120,32177320,TRUE,263,2397,0.000905742,NA,0.00526611,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2043,15,32177321,33484267,TRUE,306,2238,0.00104087,NA,0.00312252,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2044,15,33484268,34410072,TRUE,349,2608,0.000811718,NA,0.0216398,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2045,15,34410073,35118927,TRUE,130,1261,0.000987549,NA,0.000146622,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2046,15,35118928,36583327,TRUE,280,2821,0.00142669,0.000570771,0.000120694,0.132835,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2047,15,36583328,37962915,TRUE,367,2865,0.00127553,NA,0.00112142,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2048,15,37962916,39238840,TRUE,337,2654,0.000964767,4.32837e-05,0.0071784,0.459063,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2049,15,39238841,40604780,TRUE,284,2664,0.000856901,NA,0.00859599,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2050,15,40604781,42332685,TRUE,265,2933,0.0008679,NA,0.00596766,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2051,15,42332686,44987755,TRUE,172,2721,0.000740299,NA,0.00633523,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2052,15,44987756,46022642,TRUE,127,1690,0.000658678,NA,0.00579621,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2053,15,46022643,46884071,TRUE,118,1599,0.000541013,NA,0.0117898,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2054,15,46884072,47693316,TRUE,96,1730,0.000735146,0.000297944,0.000503584,0.158576,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2055,15,47693317,49260006,TRUE,217,2145,0.001674,0.000677847,6.6773e-07,0.0703119,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2056,15,49260007,50195876,TRUE,79,1940,0.000113341,NA,0.257073,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2057,15,50195877,51605477,TRUE,186,3161,3.59819e-05,NA,0.434265,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2058,15,51605478,53263126,TRUE,285,3114,0.00151448,NA,3.00424e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2059,15,53263127,54332799,TRUE,252,3016,0.00107084,NA,0.00095138,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2060,15,54332800,55136717,TRUE,230,2693,0.00081693,0.00015277,0.00529229,0.360219,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2061,15,55136718,56322588,TRUE,217,3384,0.00128459,NA,4.76583e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2062,15,56322589,57641164,TRUE,122,2337,0.00108902,NA,3.42787e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2063,15,57641165,58712954,TRUE,421,2853,0.00102036,NA,0.00928068,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2064,15,58712955,59901116,TRUE,269,2187,0.00112356,0.000323215,0.000819245,0.253644,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2065,15,59901117,61130595,TRUE,307,2281,0.00179022,0.000795933,5.08748e-06,0.0720403,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2066,15,61130596,62106138,TRUE,435,2389,0.0014341,0.00067231,0.000659163,0.145625,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2067,15,62106139,63218978,TRUE,362,2411,0.00129796,NA,0.000845046,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2068,15,63218979,64339945,TRUE,257,2664,0.00132598,NA,8.28855e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2069,15,64339946,66355634,TRUE,202,2905,0.000821442,NA,0.00393047,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2070,15,66355635,67396520,TRUE,336,2817,0.00150115,NA,9.63043e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2071,15,67396521,69089815,TRUE,304,2916,0.00159928,0.000258111,2.7687e-05,0.30642,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2072,15,69089816,70767983,TRUE,422,2989,0.00183264,NA,4.91538e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2073,15,70767984,72058129,TRUE,265,2257,0.00126543,0.000421484,0.000256358,0.195531,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2074,15,72058130,73375718,TRUE,112,1622,0.000880295,NA,0.000235987,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2075,15,73375719,74458113,TRUE,215,1977,0.00165576,0.000504024,5.15566e-07,0.131234,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2076,15,74458114,76401952,TRUE,251,2681,0.000807008,0.000124696,0.00900131,0.387541,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2077,15,76401953,77897163,TRUE,104,2187,7.19152e-05,NA,0.349726,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2078,15,77897164,78514101,TRUE,172,1524,0.000573898,0.000479183,0.0239733,0.11789,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2079,15,78514102,79292536,TRUE,190,1844,0.000376105,2.46716e-05,0.0906195,0.463057,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2080,15,79292537,79998206,TRUE,208,1758,0.000914907,0.000279315,0.00178216,0.256325,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2081,15,79998207,81077025,TRUE,383,2697,0.00131937,0.000374017,0.000744137,0.260641,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2082,15,81077026,82191077,TRUE,205,1624,0.000704062,0.000160619,0.0119303,0.345981,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2083,15,82191078,84209760,TRUE,320,2569,0.00138333,NA,0.000168992,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2084,15,84209761,85494083,TRUE,255,2381,0.000300225,NA,0.168855,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2085,15,85494084,86341598,TRUE,162,2130,0.000837042,NA,0.00132287,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2086,15,86341599,87158587,TRUE,246,2524,0.00168466,NA,1.29086e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2087,15,87158588,88035757,TRUE,258,2323,0.00110617,0.000392306,0.00100969,0.20843,FALSE,NA,NA,NA,NA,NA,NA,2,NA
